Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002L-15X-2, 9.0 cm",NULL,410.928,410.945,410.928,410.945,"C0002L-15X-2, 11.0 cm",NULL,410.948,410.965,410.948,410.965,"C0002L-15X-2 W, 9.0--11.0 cm",CKY000000000001494810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.6765,8.4511,33.0782,14.4017,29.587,12.3798,10.9105,3.6178,3.533,3.8712,7.4042,3.9287,0.1266,0.0575,10.7839,0.2512,0.3355,1.9451,1.4565,2.7857,0.4772,0.9126,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-3, 7.0 cm",NULL,411.822,411.855,411.822,411.855,"C0002L-15X-3, 9.0 cm",NULL,411.841,411.875,411.841,411.875,"C0002L-15X-3 W, 7.0--9.0 cm",CKY000000000001494910,PP,NULL,6,kitajima338,sand,CKY,2012-12-25T23:14:51Z,sand,18.7101,8.378,30.7509,12.0408,27.6706,11.5541,8.9605,3.192,3.1172,3.1253,6.2425,3.1761,0.1117,0.0508,8.8488,0.2651,0.3607,1.9288,1.4175,2.8313,0.4994,0.9974,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-5, 0.0 cm",NULL,412.528,412.575,412.528,412.575,"C0002L-15X-5, 2.0 cm",NULL,412.548,412.595,412.548,412.595,"C0002L-15X-5 W, 0.0--2.0 cm",CKY000000000001495010,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.7128,8.4348,33.4431,14.7303,29.3807,12.2521,10.6679,4.2097,4.111,3.7503,7.8613,3.8173,0.1473,0.067,10.5206,0.2858,0.4001,1.8738,1.3383,2.8053,0.5229,1.0962,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-6, 15.0 cm",NULL,413.451,413.515,413.451,413.515,"C0002L-15X-6, 17.0 cm",NULL,413.471,413.535,413.471,413.535,"C0002L-15X-6 W, 15.0--17.0 cm",CKY000000000001495110,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.5824,8.3601,34.2673,15.6849,30.4563,12.7098,11.8739,3.9492,3.8566,4.2869,8.1435,4.3497,0.1382,0.0628,11.7357,0.2518,0.3365,1.9261,1.4411,2.7376,0.4736,0.8996,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-6, 137.0 cm",NULL,414.649,414.735,414.649,414.735,"C0002L-15X-6, 139.0 cm",NULL,414.669,414.755,414.669,414.755,"C0002L-15X-6 W, 137.0--139.0 cm",CKY000000000001495210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,sand,18.7287,8.4515,34.2075,15.4788,29.7843,12.4803,11.0556,4.5836,4.4762,3.9559,8.4321,4.0288,0.1604,0.0729,10.8952,0.2961,0.4207,1.8357,1.2921,2.7542,0.5309,1.1315,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-7, 70.0 cm",NULL,415.366,415.465,415.366,415.465,"C0002L-15X-7, 72.0 cm",NULL,415.386,415.485,415.386,415.485,"C0002L-15X-7 W, 70.0--72.0 cm",CKY000000000001495310,PP,NULL,6,kitajima338,sand,CKY,2012-12-25T23:14:51Z,soupy mud,18.7,8.4494,27.4666,8.7666,24.5242,10.4895,5.8242,3.0491,2.9776,1.9916,4.9692,2.0401,0.1067,0.0485,5.7175,0.3478,0.5333,1.7642,1.1506,2.8708,0.5992,1.4951,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-7, 118.0 cm",NULL,415.838,415.945,415.838,415.945,"C0002L-15X-7, 120.0 cm",NULL,415.857,415.965,415.857,415.965,"C0002L-15X-7 W, 118.0--120.0 cm",CKY000000000001495410,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.1834,8.1588,29.6501,11.4667,26.8283,11.3004,8.6449,2.9241,2.8556,3.0951,5.9507,3.1416,0.1023,0.0465,8.5426,0.255,0.3423,1.9269,1.4356,2.76,0.4799,0.9226,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-8, 12.0 cm",NULL,416.171,416.285,416.171,416.285,"C0002L-15X-8, 14.0 cm",NULL,416.191,416.305,416.191,416.305,"C0002L-15X-8 W, 12.0--14.0 cm",CKY000000000001495510,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.881,8.5048,36.3646,17.4836,32.1382,13.3205,13.2572,4.3797,4.2771,4.746,9.0231,4.8157,0.1533,0.0697,13.1039,0.2505,0.3342,1.9376,1.4523,2.761,0.474,0.9012,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-8, 129.0 cm",NULL,417.32,417.455,417.32,417.455,"C0002L-15X-8, 131.0 cm",NULL,417.34,417.475,417.34,417.475,"C0002L-15X-8 W, 129.0--131.0 cm",CKY000000000001495610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,soupy sand,18.785,8.4663,27.4519,8.6669,25.3694,10.7252,6.5844,2.158,2.1074,2.2246,4.332,2.2589,0.0755,0.0343,6.5089,0.249,0.3315,2.0007,1.5025,2.9259,0.4865,0.9473,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-9, 12.0 cm",NULL,417.468,417.605,417.468,417.605,"C0002L-15X-9, 14.0 cm",NULL,417.487,417.625,417.487,417.625,"C0002L-15X-9 W, 12.0--14.0 cm",CKY000000000001495710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.7192,8.4533,36.0106,17.2914,31.6971,13.126,12.9779,4.4699,4.3651,4.6016,8.9667,4.6727,0.1564,0.0711,12.8215,0.2585,0.3486,1.9284,1.4299,2.7863,0.4868,0.9486,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-9, 74.0 cm",NULL,418.076,418.225,418.076,418.225,"C0002L-15X-9, 76.0 cm",NULL,418.096,418.245,418.096,418.245,"C0002L-15X-9 W, 74.0--76.0 cm",CKY000000000001495810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.9057,8.5009,32.8769,13.9712,29.5978,12.3978,10.6921,3.398,3.3184,3.8429,7.1613,3.8969,0.1189,0.054,10.5732,0.2432,0.3214,1.9509,1.4764,2.7514,0.4634,0.8635,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-10, 47.0 cm",NULL,418.783,418.945,418.783,418.945,"C0002L-15X-10, 50.0 cm",NULL,418.813,418.975,418.813,418.975,"C0002L-15X-10 WR, 47.0--50.0 cm",CKY000000000001461210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T15:33:51Z,NULL,18.7289,8.4207,31.968,13.2391,28.6579,12.0015,9.929,3.4302,3.3498,3.5262,6.876,3.5808,0.1201,0.0546,9.8089,0.2591,0.3497,1.9254,1.4265,2.7817,0.4872,0.95,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-1, 50.0 cm",NULL,419.979,420,419.979,420,"C0002L-16X-1, 52.0 cm",NULL,419.998,420.02,419.998,420.02,"C0002L-16X-1 W, 50.0--52.0 cm",CKY000000000001502310,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.8494,8.5062,33.3256,14.4762,29.2729,12.3317,10.4235,4.1997,4.1013,3.7587,7.86,3.8255,0.147,0.0668,10.2765,0.2901,0.4087,1.8418,1.3074,2.7341,0.5218,1.0911,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-2, 65.0 cm",NULL,421.057,421.125,421.057,421.125,"C0002L-16X-2, 67.0 cm",NULL,421.076,421.145,421.076,421.145,"C0002L-16X-2 W, 65.0--67.0 cm",CKY000000000001502410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.106,8.1537,32.261,14.155,28.3361,11.894,10.2301,4.0673,3.972,3.6756,7.6476,3.7403,0.1424,0.0647,10.0877,0.2873,0.4032,1.8509,1.3191,2.7445,0.5194,1.0806,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-2, 135.0 cm",NULL,421.728,421.825,421.728,421.825,"C0002L-16X-2, 137.0 cm",NULL,421.747,421.845,421.747,421.845,"C0002L-16X-2 W, 135.0--137.0 cm",CKY000000000001502510,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.0522,8.2019,34.2692,16.217,29.7684,12.4105,11.7162,4.664,4.5547,4.1344,8.6891,4.2086,0.1632,0.0742,11.553,0.2876,0.4037,1.8664,1.3296,2.7944,0.5242,1.1017,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-4, 33.0 cm",NULL,422.576,422.71,422.576,422.71,"C0002L-16X-4, 35.0 cm",NULL,422.595,422.73,422.595,422.73,"C0002L-16X-4 W, 33.0--35.0 cm",CKY000000000001502610,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.15,8.1133,33.1848,15.0348,29.4759,12.2972,11.3259,3.8434,3.7533,4.1228,7.8761,4.1839,0.1345,0.0611,11.1914,0.2556,0.3434,1.9089,1.4209,2.7145,0.4765,0.9104,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-4, 94.0 cm",NULL,423.16,423.32,423.16,423.32,"C0002L-16X-4, 96.0 cm",NULL,423.179,423.34,423.179,423.34,"C0002L-16X-4 W, 94.0--96.0 cm",CKY000000000001502710,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.1169,8.19,39.486,21.3691,34.2083,14.0355,16.0914,5.4691,5.3409,5.7585,11.0994,5.8455,0.1914,0.087,15.9,0.2559,0.344,1.9252,1.4325,2.7611,0.4812,0.9275,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-5, 20.0 cm",NULL,423.793,423.98,423.793,423.98,"C0002L-16X-5, 22.0 cm",NULL,423.812,424,423.812,424,"C0002L-16X-5 W, 20.0--22.0 cm",CKY000000000001502810,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.8612,8.4951,36.2776,17.4164,32.0934,13.4087,13.2322,4.336,4.2344,4.8446,9.079,4.9136,0.1518,0.069,13.0804,0.249,0.3315,1.9183,1.4407,2.7,0.4664,0.874,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-5, 64.0 cm",NULL,424.214,424.42,424.214,424.42,"C0002L-16X-5, 66.0 cm",NULL,424.233,424.44,424.233,424.44,"C0002L-16X-5 W, 64.0--66.0 cm",CKY000000000001502910,PP,NULL,8,skarbek338,SAND,CKY,2012-12-26T03:56:11Z,sand,18.8473,8.4582,32.2779,13.4306,29.1841,12.3083,10.3368,3.206,3.1309,3.7991,6.93,3.8501,0.1122,0.051,10.2246,0.2387,0.3136,1.938,1.4754,2.6913,0.4518,0.8241,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-6, 19.0 cm",NULL,424.938,425.175,424.938,425.175,"C0002L-16X-6, 21.0 cm",NULL,424.957,425.195,424.957,425.195,"C0002L-16X-6 W, 19.0--21.0 cm",CKY000000000001503010,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.6561,8.3679,30.1449,11.4888,27.1361,11.5145,8.48,3.1179,3.0448,3.097,6.1418,3.1466,0.1091,0.0496,8.3709,0.2714,0.3725,1.8706,1.3629,2.7029,0.4958,0.9831,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-6, 110.0 cm",NULL,425.809,426.085,425.809,426.085,"C0002L-16X-6, 112.0 cm",NULL,425.829,426.105,425.829,426.105,"C0002L-16X-6 W, 110.0--112.0 cm",CKY000000000001503110,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,19.0282,8.5576,43.237,24.2088,36.8904,15.1801,17.8622,6.5768,6.4227,6.5179,12.9406,6.6225,0.2302,0.1046,17.632,0.2717,0.373,1.8708,1.3625,2.7052,0.4963,0.9854,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-7, 40.0 cm",NULL,426.499,426.805,426.499,426.805,"C0002L-16X-7, 42.0 cm",NULL,426.518,426.825,426.518,426.825,"C0002L-16X-7 W, 40.0--42.0 cm",CKY000000000001503210,PP,NULL,8,skarbek338,sand,CKY,2012-12-26T03:56:11Z,sand,18.6681,8.404,35.4219,16.7538,31.904,13.2965,13.2359,3.6455,3.5601,4.8345,8.3946,4.8925,0.1276,0.058,13.1083,0.2176,0.2781,1.9958,1.5615,2.7114,0.4241,0.7364,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-7, 95.0 cm",NULL,427.026,427.355,427.026,427.355,"C0002L-16X-7, 97.0 cm",NULL,427.045,427.375,427.045,427.375,"C0002L-16X-7 W, 95.0--97.0 cm",CKY000000000001503310,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.6153,8.3548,37.3098,18.6945,32.6258,13.6171,14.0105,4.8539,4.7401,5.1851,9.9252,5.2623,0.1699,0.0772,13.8406,0.2596,0.3507,1.8835,1.3945,2.6693,0.4776,0.9142,suzukit,2012-12-29T01:31:16Z
"C0002L-16X-8, 81.0 cm",NULL,428.013,428.385,428.013,428.385,"C0002L-16X-8, 83.0 cm",NULL,428.032,428.405,428.032,428.405,"C0002L-16X-8 W, 81.0--83.0 cm",CKY000000000001503410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,18.8323,8.4614,34.5324,15.7001,30.8925,12.9174,12.0602,3.7719,3.6835,4.396,8.0795,4.456,0.132,0.06,11.9282,0.2402,0.3162,1.9432,1.4764,2.7134,0.4559,0.8379,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-1, 25.0 cm",NULL,429.231,429.25,429.231,429.25,"C0002L-17X-1, 27.0 cm",NULL,429.249,429.27,429.249,429.27,"C0002L-17X-1 W, 25.0--27.0 cm",CKY000000000001506710,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.8541,8.5222,35.2171,16.363,31.4247,13.087,12.5706,3.9299,3.8378,4.5023,8.3401,4.5648,0.1375,0.0625,12.4331,0.2402,0.3161,1.962,1.4908,2.7615,0.4602,0.8524,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-1, 107.0 cm",NULL,429.987,430.07,429.987,430.07,"C0002L-17X-1, 109.0 cm",NULL,430.006,430.09,430.006,430.09,"C0002L-17X-1 W, 107.0--109.0 cm",CKY000000000001506810,PP,NULL,8,skarbek338,SAND,CKY,2012-12-26T06:20:23Z,sand,18.7033,8.467,35.2672,16.5639,31.1052,12.9821,12.4019,4.313,4.2119,4.4465,8.6584,4.5151,0.151,0.0686,12.2509,0.2604,0.3521,1.913,1.4149,2.7552,0.4865,0.9472,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-2, 10.0 cm",NULL,430.154,430.25,430.154,430.25,"C0002L-17X-2, 12.0 cm",NULL,430.172,430.27,430.172,430.27,"C0002L-17X-2 W, 10.0--12.0 cm",CKY000000000001506910,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.9218,8.5442,33.2664,14.3446,29.0761,12.2286,10.1543,4.3423,4.2405,3.6153,7.8558,3.6844,0.152,0.0691,10.0023,0.3027,0.4341,1.826,1.2732,2.7667,0.5398,1.1729,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-3, 43.0 cm",NULL,431.173,431.355,431.173,431.355,"C0002L-17X-3, 45.0 cm",NULL,431.192,431.375,431.192,431.375,"C0002L-17X-3 W, 43.0--45.0 cm",CKY000000000001507010,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.2922,8.1766,34.4959,16.2037,30.3421,12.6539,12.0499,4.3045,4.2036,4.4088,8.6124,4.4773,0.1507,0.0685,11.8992,0.2656,0.3617,1.8814,1.3816,2.699,0.4881,0.9535,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-3, 76.0 cm",NULL,431.478,431.685,431.478,431.685,"C0002L-17X-3, 79.0 cm",NULL,431.505,431.715,431.505,431.715,"C0002L-17X-3 W, 76.0--79.0 cm",CKY000000000001507110,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.9577,8.5597,32.6493,13.6916,29.5786,12.4206,10.6209,3.1821,3.1075,3.8103,6.9178,3.8609,0.1114,0.0506,10.5095,0.2324,0.3028,1.9792,1.5192,2.7582,0.4492,0.8156,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-5, 49.0 cm",NULL,432.456,432.745,432.456,432.745,"C0002L-17X-5, 51.0 cm",NULL,432.474,432.765,432.474,432.765,"C0002L-17X-5 W, 49.0--51.0 cm",CKY000000000001507210,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.7228,8.4546,35.2009,16.4781,30.5645,12.7731,11.8417,4.8046,4.692,4.242,8.934,4.3185,0.1682,0.0765,11.6735,0.2916,0.4116,1.8444,1.3066,2.7519,0.5252,1.1061,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-5, 104.0 cm",NULL,432.963,433.295,432.963,433.295,"C0002L-17X-5, 106.0 cm",NULL,432.982,433.315,432.982,433.315,"C0002L-17X-5 W, 104.0--106.0 cm",CKY000000000001507310,PP,NULL,8,skarbek338,SAND,CKY,2012-12-26T06:20:23Z,sand,18.9699,8.5299,39.9899,21.02,35.1161,14.495,16.1462,5.0506,4.9322,5.8847,10.8169,5.9651,0.1768,0.0804,15.9694,0.2403,0.3163,1.9433,1.4763,2.7137,0.456,0.8381,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-6, 65.0 cm",NULL,433.775,434.175,433.775,434.175,"C0002L-17X-6, 67.0 cm",NULL,433.794,434.195,433.794,434.195,"C0002L-17X-6 W, 65.0--67.0 cm",CKY000000000001507410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.886,8.543,33.7734,14.8874,30.6055,12.7079,11.7195,3.2828,3.2059,4.1127,7.3186,4.1649,0.1149,0.0522,11.6046,0.2205,0.2829,2.0342,1.5856,2.8217,0.438,0.7795,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-6, 133.0 cm",NULL,434.403,434.855,434.403,434.855,"C0002L-17X-6, 135.0 cm",NULL,434.421,434.875,434.421,434.875,"C0002L-17X-6 W, 133.0--135.0 cm",CKY000000000001507510,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.8901,8.4597,32.4742,13.5841,29.2728,12.2406,10.3827,3.3175,3.2397,3.7281,6.9678,3.7809,0.1161,0.0528,10.2666,0.2442,0.3231,1.9496,1.4734,2.7538,0.465,0.869,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-7, 47.0 cm",NULL,434.883,435.375,434.883,435.375,"C0002L-17X-7, 49.0 cm",NULL,434.901,435.395,434.901,435.395,"C0002L-17X-7 W, 47.0--49.0 cm",CKY000000000001507610,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.7733,8.4024,36.4408,17.6675,31.8562,13.2272,13.0829,4.7509,4.6396,4.7492,9.3888,4.8248,0.1663,0.0756,12.9166,0.2689,0.3678,1.8818,1.3757,2.7197,0.4942,0.9769,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-8, 6.0 cm",NULL,435.344,435.875,435.344,435.875,"C0002L-17X-8, 8.0 cm",NULL,435.363,435.895,435.363,435.895,"C0002L-17X-8 W, 6.0--8.0 cm",CKY000000000001507710,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.2469,8.2111,35.3348,17.0879,31.2028,12.8987,12.9559,4.2819,4.1815,4.6195,8.801,4.6876,0.1499,0.0681,12.806,0.2506,0.3344,1.9416,1.4551,2.7722,0.4751,0.9052,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-8, 59.0 cm",NULL,435.833,436.405,435.833,436.405,"C0002L-17X-8, 61.0 cm",NULL,435.852,436.425,435.852,436.425,"C0002L-17X-8 W, 59.0--61.0 cm",CKY000000000001507810,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,sand,18.301,8.2811,32.9156,14.6146,29.94,12.5019,11.639,3.0835,3.0112,4.1718,7.183,4.2208,0.1079,0.049,11.5311,0.211,0.2674,2.0346,1.6053,2.7641,0.4192,0.7218,suzukit,2012-12-29T01:31:16Z
"C0002L-17X-9, 60.0 cm",NULL,436.941,437.605,436.941,437.605,"C0002L-17X-9, 62.0 cm",NULL,436.959,437.625,436.959,437.625,"C0002L-17X-9 W, 60.0--62.0 cm",CKY000000000001507910,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T06:20:23Z,NULL,18.2438,8.2284,33.3488,15.105,29.7059,12.3737,11.4621,3.775,3.6865,4.0853,7.7718,4.1453,0.1321,0.06,11.33,0.2499,0.3332,1.9436,1.4578,2.7734,0.4743,0.9024,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-1, 64.0 cm",NULL,439.14,439.14,439.14,439.14,"C0002L-18X-1, 66.0 cm",NULL,439.16,439.16,439.16,439.16,"C0002L-18X-1 W, 64.0--66.0 cm",CKY000000000001511210,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,19.0607,8.6567,34.4469,15.3862,30.4868,12.8287,11.4261,4.1037,4.0075,4.1067,8.1142,4.172,0.1436,0.0653,11.2825,0.2667,0.3637,1.8962,1.3905,2.7473,0.4939,0.9758,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-2, 63.0 cm",NULL,440.03,440.03,440.03,440.03,"C0002L-18X-2, 65.0 cm",NULL,440.05,440.05,440.05,440.05,"C0002L-18X-2 W, 63.0--65.0 cm",CKY000000000001511310,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.2016,8.1894,34.7633,16.5617,30.7042,12.7777,12.5026,4.2063,4.1077,4.5214,8.6291,4.5883,0.1472,0.0669,12.3554,0.254,0.3404,1.9193,1.4318,2.7326,0.476,0.9085,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-4, 0.0 cm",NULL,440.7,440.7,440.7,440.7,"C0002L-18X-4, 3.0 cm",NULL,440.73,440.73,440.73,440.73,"C0002L-18X-4 W, 0.0--3.0 cm",CKY000000000001511410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.7954,8.4384,30.2053,11.4099,27.3121,11.5135,8.5167,2.9981,2.9278,3.0274,5.9552,3.0751,0.1049,0.0477,8.4118,0.2628,0.3564,1.916,1.4125,2.7786,0.4916,0.9671,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-4, 92.0 cm",NULL,441.62,441.62,441.62,441.62,"C0002L-18X-4, 94.0 cm",NULL,441.64,441.64,441.64,441.64,"C0002L-18X-4 W, 92.0--94.0 cm",CKY000000000001511510,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.7643,8.4927,34.3212,15.5569,30.5172,12.7832,11.7529,3.942,3.8496,4.2278,8.0774,4.2905,0.138,0.0627,11.6149,0.2534,0.3394,1.926,1.438,2.7473,0.4766,0.9105,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-5, 90.0 cm",NULL,443,443,443,443,"C0002L-18X-5, 92.0 cm",NULL,443.02,443.02,443.02,443.02,"C0002L-18X-5 W, 90.0--92.0 cm",CKY000000000001511610,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.1659,8.1714,33.5411,15.3752,29.9763,12.4968,11.8104,3.6941,3.6075,4.2666,7.8741,4.3254,0.1293,0.0588,11.6811,0.2403,0.3162,1.9526,1.4835,2.7378,0.4581,0.8455,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-5, 122.0 cm",NULL,443.32,443.32,443.32,443.32,"C0002L-18X-5, 124.0 cm",NULL,443.34,443.34,443.34,443.34,"C0002L-18X-5 W, 122.0--124.0 cm",CKY000000000001511710,PP,NULL,8,skarbek338,SAND,CKY,2012-12-26T09:08:00Z,sand,18.8613,8.4469,33.3459,14.4846,30.6484,12.8082,11.7871,2.7953,2.7298,4.3168,7.0466,4.3613,0.0978,0.0445,11.6893,0.193,0.2391,2.0555,1.6589,2.7079,0.3874,0.6324,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-6, 20.0 cm",NULL,443.705,443.705,443.705,443.705,"C0002L-18X-6, 22.0 cm",NULL,443.725,443.725,443.725,443.725,"C0002L-18X-6 W, 20.0--22.0 cm",CKY000000000001511810,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.1728,8.2331,30.9197,12.7469,27.9324,11.7543,9.7596,3.0956,3.023,3.472,6.495,3.5212,0.1083,0.0492,9.6513,0.2429,0.3207,1.9626,1.486,2.7798,0.4654,0.8707,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-6, 86.0 cm",NULL,444.365,444.365,444.365,444.365,"C0002L-18X-6, 88.0 cm",NULL,444.385,444.385,444.385,444.385,"C0002L-18X-6 W, 86.0--88.0 cm",CKY000000000001511910,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,sand,19.0536,8.5303,35.7595,16.7059,32.7278,13.6572,13.6742,3.1417,3.0681,5.0769,8.145,5.1269,0.11,0.05,13.5642,0.1881,0.2316,2.0511,1.6653,2.6717,0.3767,0.6043,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-7, 55.0 cm",NULL,445.465,445.465,445.465,445.465,"C0002L-18X-7, 57.0 cm",NULL,445.485,445.485,445.485,445.485,"C0002L-18X-7 W, 55.0--57.0 cm",CKY000000000001512010,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.9025,8.5224,38.6402,19.7377,33.5173,13.9083,14.6148,5.3087,5.1843,5.3014,10.4857,5.3859,0.1858,0.0845,14.429,0.269,0.3679,1.8823,1.3761,2.7217,0.4944,0.9779,suzukit,2012-12-29T01:31:16Z
