Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0002P;2070.500,NULL,2070.5,NULL,NULL,2070.5,NULL,NULL,C0002P;2075.500,NULL,2075.5,NULL,NULL,2075.5,C0002P-43SMW W,CKY000000000006171100,PP,NULL,30,komatsuw,">4mm, bulk",CKY,2013-12-20T05:30:59Z,NULL,18.1351,8.1963,41.3663,23.2312,37.6952,15.359,19.5601,3.8042,3.715,7.1022,10.8172,7.1627,0.1331,0.0605,19.427,0.1638,0.1958,2.1476,1.7959,2.7353,0.3434,0.5231,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2070.500,NULL,2070.5,NULL,NULL,2070.5,NULL,NULL,C0002P;2075.500,NULL,2075.5,NULL,NULL,2075.5,C0002P-43SMW W,CKY000000000006182500,PP,NULL,30,schleicher348,">4mm, hand picked, shared zwith 348 PHCT",CKY,2013-12-25T09:58:58Z,NULL,18.8115,8.4707,50.0569,31.2454,46.9937,18.7511,28.1822,3.1743,3.0999,10.2299,13.3298,10.2804,0.1111,0.0505,28.0711,0.1016,0.1131,2.344,2.1059,2.744,0.2326,0.303,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2080.500,NULL,2080.5,NULL,NULL,2080.5,NULL,NULL,C0002P;2085.500,NULL,2085.5,NULL,NULL,2085.5,C0002P-45SMW W,CKY000000000006171300,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-20T05:46:29Z,NULL,19.3436,8.6999,44.1545,24.8109,38.7724,15.8641,19.4288,5.5773,5.4466,7.0755,12.5221,7.1642,0.1952,0.0887,19.2336,0.2248,0.29,1.9814,1.536,2.7183,0.435,0.7698,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2080.500,NULL,2080.5,NULL,NULL,2080.5,NULL,NULL,C0002P;2085.500,NULL,2085.5,NULL,NULL,2085.5,C0002P-45SMW W,CKY000000000006171400,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-20T05:47:10Z,NULL,18.0343,8.1255,39.527,21.4927,35.397,14.4919,17.3627,4.2798,4.1795,6.2983,10.4778,6.3664,0.1498,0.0681,17.2129,0.1991,0.2486,2.0513,1.6428,2.7329,0.3989,0.6636,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2080.500,NULL,2080.5,NULL,NULL,2080.5,NULL,NULL,C0002P;2085.500,NULL,2085.5,NULL,NULL,2085.5,C0002P-45SMW W,CKY000000000006182800,PP,NULL,30,schleicher348,">4mm, hand picked shqred with 348PHCT",CKY,2013-12-25T10:01:20Z,NULL,18.7054,8.4181,45.8115,27.1061,43.1235,17.4324,24.4181,2.7855,2.7202,8.97,11.6902,9.0143,0.0975,0.0443,24.3206,0.1028,0.1145,2.3187,2.0804,2.7113,0.2327,0.3033,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2090.500,NULL,2090.5,NULL,NULL,2090.5,NULL,NULL,C0002P;2095.500,NULL,2095.5,NULL,NULL,2095.5,C0002P-47SMW W,CKY000000000006172600,PP,NULL,30,komatsuw,"1-4mm, bulk",CKY,2013-12-20T08:17:18Z,NULL,19.3027,8.7535,44.718,25.4153,38.6974,15.8064,19.3947,6.239,6.0928,6.9536,13.0464,7.0529,0.2184,0.0993,19.1763,0.2455,0.3253,1.9481,1.4699,2.7578,0.467,0.8762,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2090.500,NULL,2090.5,NULL,NULL,2090.5,NULL,NULL,C0002P;2095.500,NULL,2095.5,NULL,NULL,2095.5,C0002P-47SMW W,CKY000000000006172700,PP,NULL,30,komatsuw,">4mm, bulk",CKY,2013-12-20T08:17:18Z,NULL,18.1078,8.2137,39.8998,21.792,35.5653,14.5756,17.4575,4.4917,4.3864,6.2904,10.6768,6.3619,0.1572,0.0715,17.3003,0.2061,0.2596,2.0411,1.6204,2.7503,0.4108,0.6973,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2100.500,NULL,2100.5,NULL,NULL,2100.5,NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,C0002P-49SMW W,CKY000000000006173200,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-20T08:57:39Z,NULL,18.6718,8.4453,46.3653,27.6935,40.7936,16.5644,22.1218,5.7738,5.6385,8.0272,13.6657,8.1191,0.2021,0.0919,21.9197,0.2085,0.2634,2.0265,1.604,2.7307,0.4126,0.7024,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2100.500,NULL,2100.5,NULL,NULL,2100.5,NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,C0002P-49SMW W,CKY000000000006173300,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-20T08:58:05Z,NULL,18.6214,8.3738,50.5575,31.9361,44.719,18.0367,26.0976,6.0503,5.9085,9.5666,15.4751,9.6629,0.2118,0.0963,25.8858,0.1895,0.2337,2.0637,1.6727,2.7059,0.3818,0.6176,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2100.500,NULL,2100.5,NULL,NULL,2100.5,NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,C0002P-49SMW W,CKY000000000006183000,PP,NULL,30,schleicher348,">4mm, hand picked shared with 348PHCT",CKY,2013-12-25T10:03:02Z,NULL,18.6182,8.399,46.2674,27.6492,43.362,17.5051,24.7438,3.0108,2.9402,9.0582,11.9984,9.1061,0.1054,0.0479,24.6384,0.1089,0.1222,2.3044,2.0535,2.72,0.245,0.3246,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,NULL,NULL,C0002P;2115.500,NULL,2115.5,NULL,NULL,2115.5,C0002P-321SMW W,CKY000000000006491700,PP,NULL,30,valdez348,>4mm handpicked PP washed,CKY,2014-01-04T11:25:27Z,NULL,19.3269,8.7685,44.0567,24.7298,41.8696,17.0125,22.5427,2.2664,2.2133,8.208,10.4213,8.244,0.0793,0.036,22.4634,0.0916,0.1009,2.373,2.1555,2.7368,0.2124,0.2697,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,NULL,NULL,C0002P;2115.500,NULL,2115.5,NULL,NULL,2115.5,C0002P-321SMW W,CKY000000000006492200,PP,NULL,30,valdez348,"1-4 mm bulk, PP washed ",CKY,2014-01-04T11:27:38Z,NULL,18.8097,8.5259,48.7131,29.9034,45.3058,18.3155,26.4961,3.5309,3.4481,9.7334,13.1815,9.7896,0.1236,0.0562,26.3725,0.1181,0.1339,2.2686,2.0007,2.7095,0.2616,0.3543,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2105.500,NULL,2105.5,NULL,NULL,2105.5,NULL,NULL,C0002P;2115.500,NULL,2115.5,NULL,NULL,2115.5,C0002P-321SMW W,CKY000000000006492300,PP,NULL,30,yabukit,">4 mm bulk, PP washed. shared w/ 348JSCT",CKY,2014-01-21T06:54:21Z,NULL,19.3061,8.7114,49.3635,30.0574,45.3332,18.4161,26.0271,4.1765,4.0786,9.6382,13.7168,9.7047,0.1462,0.0665,25.8809,0.139,0.1614,2.1913,1.8868,2.6852,0.2973,0.4232,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2110.500,NULL,2110.5,NULL,NULL,2110.5,NULL,NULL,C0002P;2115.500,NULL,2115.5,NULL,NULL,2115.5,C0002P-53SMW W,CKY000000000006175200,PP,NULL,30,komatsuw,"1-4mm, bulk",CKY,2013-12-20T12:10:12Z,NULL,18.2837,8.246,45.1801,26.8964,38.6292,15.7019,20.3455,6.7885,6.6294,7.3479,13.9773,7.4559,0.2376,0.108,20.1079,0.2524,0.3376,1.9243,1.4386,2.7366,0.4743,0.9022,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2110.500,NULL,2110.5,NULL,NULL,2110.5,NULL,NULL,C0002P;2115.500,NULL,2115.5,NULL,NULL,2115.5,C0002P-53SMW W,CKY000000000006175300,PP,NULL,30,komatsuw,">4mm, bulk",CKY,2013-12-20T12:10:12Z,NULL,18.1537,8.1751,49.0462,30.8925,43.1469,17.4013,24.9932,6.1133,5.97,9.1289,15.0989,9.2262,0.214,0.0973,24.7792,0.1979,0.2467,2.046,1.6411,2.7144,0.3954,0.654,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2120.500,NULL,2120.5,NULL,NULL,2120.5,NULL,NULL,C0002P;2125.500,NULL,2125.5,NULL,NULL,2125.5,C0002P-56SMW W,CKY000000000006177000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-20T14:03:55Z,NULL,18.9695,8.5261,46.6695,27.7,40.2327,16.3773,21.2632,6.6703,6.514,7.7451,14.2591,7.8512,0.2335,0.1061,21.0297,0.2408,0.3172,1.9426,1.4748,2.7152,0.4568,0.841,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2120.500,NULL,2120.5,NULL,NULL,2120.5,NULL,NULL,C0002P;2125.500,NULL,2125.5,NULL,NULL,2125.5,C0002P-56SMW W,CKY000000000006177100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-20T14:03:55Z,NULL,18.7626,8.4396,51.6384,32.8758,45.4213,18.3085,26.6587,6.4426,6.2916,9.7664,16.058,9.8689,0.2255,0.1025,26.4332,0.196,0.2437,2.0473,1.6461,2.7065,0.3918,0.6442,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2120.500,NULL,2120.5,NULL,NULL,2120.5,NULL,NULL,C0002P;2125.500,NULL,2125.5,NULL,NULL,2125.5,C0002P-56SMW W,CKY000000000006184500,PP,NULL,30,schleicher348,">4mm, hand picked shqred with 348PHCT",CKY,2013-12-25T10:04:47Z,NULL,18.7333,8.4844,35.1364,16.4031,33.4547,13.8353,14.7214,1.7427,1.7019,5.3232,7.0251,5.3509,0.061,0.0277,14.6604,0.1062,0.1189,2.3349,2.0869,2.7541,0.2423,0.3197,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2130.500,NULL,2130.5,NULL,NULL,2130.5,NULL,NULL,C0002P;2135.500,NULL,2135.5,NULL,NULL,2135.5,C0002P-58SMW W,CKY000000000006179200,PP,NULL,30,takahashik,"1-4mm, bulk",CKY,2013-12-20T16:57:12Z,NULL,18.9206,8.5167,44.2633,25.3427,38.5731,15.7594,19.6525,5.8966,5.7584,7.1489,12.9073,7.2427,0.2064,0.0938,19.4461,0.2327,0.3032,1.9634,1.5066,2.7202,0.4461,0.8055,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2130.500,NULL,2130.5,NULL,NULL,2130.5,NULL,NULL,C0002P;2135.500,NULL,2135.5,NULL,NULL,2135.5,C0002P-58SMW W,CKY000000000006179300,PP,NULL,30,takahashik,">4mm, bulk",CKY,2013-12-20T17:00:25Z,NULL,19.341,8.7231,53.3554,34.0144,48.5765,19.4918,29.2355,4.9522,4.8361,10.6899,15.526,10.7687,0.1733,0.0788,29.0622,0.1456,0.1704,2.1908,1.8718,2.7187,0.3115,0.4524,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2130.500,NULL,2130.5,NULL,NULL,2130.5,NULL,NULL,C0002P;2135.500,NULL,2135.5,NULL,NULL,2135.5,C0002P-58SMW W,CKY000000000006183200,PP,NULL,30,schleicher348,">4mm, hand picked shared with 348PHCT",CKY,2013-12-25T10:06:27Z,NULL,18.8658,8.4878,33.542,14.6762,32.2175,13.3614,13.3517,1.3725,1.3403,4.8518,6.1921,4.8736,0.048,0.0218,13.3037,0.0935,0.1032,2.3701,2.1485,2.742,0.2165,0.2762,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2140.500,NULL,2140.5,NULL,NULL,2140.5,NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,C0002P-61SMW W,CKY000000000006179500,PP,NULL,30,moriyas,">4mm, bulk",CKY,2013-12-20T18:50:06Z,NULL,19.3454,8.6707,52.4286,33.0832,46.2669,18.636,26.9215,6.3852,6.2355,9.8637,16.0992,9.9653,0.2235,0.1016,26.698,0.193,0.2392,2.055,1.6583,2.7067,0.3873,0.6322,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2140.500,NULL,2140.5,NULL,NULL,2140.5,NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,C0002P-61SMW W,CKY000000000006179600,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2013-12-20T18:52:05Z,NULL,18.8711,8.4544,45.2472,26.3761,39.6149,16.1391,20.7438,5.8366,5.6998,7.5918,13.2916,7.6847,0.2043,0.0929,20.5395,0.2213,0.2842,1.9844,1.5453,2.7055,0.4288,0.7508,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2140.500,NULL,2140.5,NULL,NULL,2140.5,NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,C0002P-61SMW W,CKY000000000006187400,PP,NULL,30,schleicher348,">4mm, hand picked shared with 348PHCT",CKY,2013-12-25T10:09:08Z,NULL,18.8796,8.491,36.3238,17.4442,34.6376,14.3013,15.758,1.7474,1.7064,5.7825,7.4889,5.8103,0.0612,0.0278,15.6968,0.1002,0.1113,2.3293,2.096,2.7145,0.2279,0.2951,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-325SMW W,CKY000000000006491800,PP,NULL,30,yabukit,>4mm handpicked PP washed. shared w/ 348JSCT,CKY,2014-01-21T06:53:39Z,NULL,18.8474,8.4534,52.5159,33.6685,49.6288,19.9631,30.7814,2.9918,2.9217,11.4621,14.3838,11.5097,0.1047,0.0476,30.6767,0.0889,0.0975,2.3407,2.1327,2.6764,0.2031,0.2549,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-325SMW W,CKY000000000006492400,PP,NULL,30,valdez348,"1-4 mm bulk, PP washed ",CKY,2014-01-04T11:27:38Z,NULL,18.8707,8.5018,55.3732,36.5025,51.4646,20.6238,32.5939,4.0504,3.9555,12.0575,16.013,12.122,0.1418,0.0645,32.4521,0.111,0.1248,2.2796,2.0266,2.6914,0.247,0.3281,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2145.500,NULL,2145.5,NULL,NULL,2145.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-325SMW W,CKY000000000006492500,PP,NULL,30,yabukit,">4 mm bulk, PP washed. shared w/ 348JSCT",CKY,2014-01-21T06:53:39Z,NULL,19.2116,8.6673,54.0269,34.8153,50.3968,20.2818,31.1852,3.7618,3.6736,11.5546,15.2282,11.6145,0.1317,0.0599,31.0535,0.1081,0.1211,2.2862,2.0392,2.6875,0.2412,0.3179,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2150.500,NULL,2150.5,NULL,NULL,2150.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-63SMW W,CKY000000000006180000,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2013-12-20T19:26:15Z,NULL,19.3587,8.715,45.9654,26.6067,40.4357,16.568,21.077,5.7303,5.596,7.7618,13.3578,7.853,0.2006,0.0912,20.8764,0.2154,0.2745,1.9918,1.5629,2.6896,0.4189,0.721,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2150.500,NULL,2150.5,NULL,NULL,2150.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-63SMW W,CKY000000000006180200,PP,NULL,30,moriyas,">4mm, bulk",CKY,2013-12-20T19:28:04Z,NULL,18.9194,8.5715,46.5325,27.6131,41.5217,16.9472,22.6023,5.1925,5.0708,8.2931,13.3639,8.3757,0.1817,0.0826,22.4206,0.188,0.2316,2.0662,1.6777,2.7035,0.3794,0.6114,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2150.500,NULL,2150.5,NULL,NULL,2150.5,NULL,NULL,C0002P;2155.500,NULL,2155.5,NULL,NULL,2155.5,C0002P-63SMW W,CKY000000000006183400,PP,NULL,30,kitamura348,">4mm, hand picked",CKY,2013-12-21T09:38:11Z,NULL,19.3622,8.7481,29.2624,9.9002,28.3163,11.9521,8.9541,0.9804,0.9574,3.1884,4.1458,3.204,0.0343,0.0156,8.9198,0.099,0.1099,2.388,2.1515,2.7976,0.2309,0.3003,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2162.500,NULL,2162.5,NULL,NULL,2162.5,NULL,NULL,C0002P;2165.500,NULL,2165.5,NULL,NULL,2165.5,C0002P-71SMW W,CKY000000000006243200,PP,NULL,30,komatsuw,"1-4mm, bulk",CKY,2013-12-26T12:26:49Z,NULL,19.3305,8.7777,47.592,28.2615,42.5483,17.3288,23.2178,5.2266,5.1041,8.468,13.5721,8.5511,0.1829,0.0831,23.0349,0.1849,0.2269,2.0823,1.6972,2.7202,0.3761,0.6028,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2162.500,NULL,2162.5,NULL,NULL,2162.5,NULL,NULL,C0002P;2165.500,NULL,2165.5,NULL,NULL,2165.5,C0002P-71SMW W,CKY000000000006243300,PP,NULL,30,komatsuw,">4mm, bulk",CKY,2013-12-26T12:26:49Z,NULL,18.8472,8.4649,56.5095,37.6623,52.7679,21.1273,33.9207,3.8773,3.7864,12.6007,16.3871,12.6624,0.1357,0.0617,33.785,0.1029,0.1148,2.2983,2.0617,2.6812,0.2311,0.3005,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2162.500,NULL,2162.5,NULL,NULL,2162.5,NULL,NULL,C0002P;2165.500,NULL,2165.5,NULL,NULL,2165.5,C0002P-71SMW W,CKY000000000006285100,PP,NULL,30,valdez348,">4mm, Handpicked",CKY,2013-12-28T10:53:52Z,NULL,19.3537,8.7183,56.8902,37.5365,53.6753,21.5448,34.3216,3.3315,3.2534,12.7735,16.0269,12.8265,0.1166,0.053,34.205,0.0888,0.0974,2.3421,2.1342,2.6778,0.203,0.2547,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2162.500,NULL,2162.5,NULL,NULL,2162.5,NULL,NULL,C0002P;2165.500,NULL,2165.5,NULL,NULL,2165.5,C0002P-92SMW W,CKY000000000006437400,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2014-01-01T14:24:46Z,NULL,18.3104,8.2805,51.0038,32.6934,47.1545,19.0879,28.8441,3.9889,3.8954,10.7439,14.6393,10.8074,0.1396,0.0635,28.7045,0.122,0.139,2.2333,1.9608,2.6717,0.2661,0.3626,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2162.500,NULL,2162.5,NULL,NULL,2162.5,NULL,NULL,C0002P;2165.500,NULL,2165.5,NULL,NULL,2165.5,C0002P-92SMW W,CKY000000000006437500,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2014-01-01T14:25:06Z,NULL,19.2116,8.6673,58.5884,39.3768,55.112,22.0078,35.9004,3.6025,3.5181,13.2832,16.8013,13.3405,0.1261,0.0573,35.7743,0.0915,0.1007,2.3437,2.1293,2.6932,0.2094,0.2649,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006401500,PP,NULL,30,kitajima348,"from caving, >4 mm, PP washed",CKY,2014-01-01T17:31:47Z,caving,19.2724,8.6979,57.7516,38.4792,55.0883,21.8671,35.8159,2.7599,2.6952,13.1253,15.8205,13.1692,0.0966,0.0439,35.7193,0.0717,0.0773,2.4322,2.2578,2.7214,0.1704,0.2053,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006431200,PP,NULL,30,kitajima348,"Cavings (silty clay), >4mm, PP washed",CKY,2014-01-01T17:31:47Z,"caving (silty clay), handpicked by Str",18.7702,8.4659,48.8167,30.0465,46.65,18.7225,27.8798,2.2453,2.1927,10.2209,12.4136,10.2566,0.0786,0.0357,27.8012,0.0747,0.0808,2.4205,2.2396,2.72,0.1766,0.2145,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006431300,PP,NULL,30,kitajima348,"Cavings (sand), >4mm, PP washed",CKY,2014-01-01T17:31:47Z,"caving (sand), handpicked by Str",19.0753,8.5947,53.2504,34.1751,50.6098,20.3861,31.5345,2.7364,2.6723,11.7479,14.4202,11.7914,0.0958,0.0435,31.4387,0.0801,0.087,2.3699,2.1802,2.6761,0.1853,0.2275,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006435900,PP,NULL,30,kitajima348,"from caving cuttings, EPM order",CKY,2014-01-01T17:31:47Z,special request-priority from Lena (EPM),18.9592,8.5604,56.5074,37.5482,53.7201,21.3852,34.7609,2.8884,2.8207,12.7788,15.5995,12.8248,0.1011,0.046,34.6598,0.0769,0.0833,2.407,2.2219,2.7123,0.1808,0.2207,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006436000,PP,NULL,30,kitajima348,"from caving cuttings, EPM order",CKY,2014-01-01T17:31:47Z,special request-priority from Lena (EPM),18.9712,8.5068,46.3168,27.3456,44.183,17.8096,25.2118,2.2112,2.1594,9.2676,11.427,9.3028,0.0774,0.0352,25.1344,0.0809,0.088,2.3931,2.1996,2.7121,0.189,0.233,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006436100,PP,NULL,30,kitajima348,"from caving cuttings, EPM order",CKY,2014-01-01T17:31:47Z,special request-priority from Lena (EPM),18.8083,8.4341,50.8106,32.0023,48.7768,19.4977,29.9685,2.1076,2.0582,11.0301,13.0883,11.0636,0.0738,0.0335,29.8947,0.0659,0.0705,2.4451,2.2841,2.7103,0.1573,0.1866,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006436200,PP,NULL,30,kitajima348,"from caving cuttings, EPM order",CKY,2014-01-01T17:31:47Z,special request-priority from Lena (EPM),18.6041,8.3936,53.0973,34.4932,50.6538,20.1564,32.0497,2.5321,2.4728,11.7225,14.1953,11.7628,0.0886,0.0403,31.9611,0.0734,0.0792,2.4299,2.2515,2.7265,0.1742,0.2109,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006437600,PP,NULL,30,kitajima348,"from caving cuttings, EPM order 1",CKY,2014-01-01T17:31:47Z,"caving cuttings, EPM-order 1",18.8035,8.4637,49.6133,30.8098,47.5635,19.036,28.76,2.1241,2.0743,10.5385,12.6128,10.5723,0.0743,0.0338,28.6857,0.0689,0.074,2.4427,2.2743,2.722,0.1645,0.1968,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006438100,PP,NULL,30,kitajima348,"from caving cuttings, EPM order 2",CKY,2014-01-01T17:31:47Z,"caving cuttings, EPM-order 2",19.3728,8.7358,44.4653,25.0925,42.6447,17.2844,23.2719,1.8866,1.8424,8.5186,10.361,8.5486,0.066,0.03,23.2059,0.0752,0.0813,2.4218,2.2397,2.7241,0.1778,0.2163,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-309SMW W,CKY000000000006438200,PP,NULL,30,kitajima348,"from caving cuttings, EPM order 3",CKY,2014-01-01T17:31:47Z,"caving cuttings, EPM-order 3",18.6027,8.3673,43.3391,24.7364,41.6818,16.8308,23.0791,1.7174,1.6771,8.4362,10.1133,8.4635,0.0601,0.0273,23.019,0.0694,0.0746,2.4459,2.2761,2.7286,0.1658,0.1988,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2163.000,NULL,2163,NULL,NULL,2163,NULL,NULL,C0002P;3057.500,NULL,3057.5,NULL,NULL,3057.5,C0002P-316SMW W,CKY000000000006448700,PP,NULL,30,nishimuram,"from caving cuttings, EPM order",CKY,2014-01-02T06:08:47Z,"EPM order, 6hr soaking w/ seawater",18.2837,8.246,30.9013,12.6176,29.9679,12.5237,11.6842,0.9673,0.9446,4.2623,5.2069,4.2777,0.0339,0.0154,11.6503,0.0767,0.083,2.4232,2.2375,2.7333,0.1814,0.2216,takahashik,2014-01-13T11:07:22Z
