Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-17X-4, 120.0 cm",NULL,137.63,137.63,137.63,137.63,"C0022B-17X-4, 122.0 cm",NULL,137.65,137.65,137.65,137.65,"C0022B-17X-4 W, 120.0--122.0 cm",CKY000000000001685110,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.1255,8.1763,34.2593,16.1338,28.7745,12.1918,10.649,5.6837,5.5505,3.9251,9.4756,4.0155,0.1989,0.0904,10.4501,0.3523,0.5439,1.7027,1.1028,2.6624,0.5858,1.4141,fuway,2013-01-12T02:19:31Z
"C0022B-17X-5, 35.0 cm",NULL,138.195,138.195,138.195,138.195,"C0022B-17X-5, 37.0 cm",NULL,138.215,138.215,138.215,138.215,"C0022B-17X-5 W, 35.0--37.0 cm",CKY000000000001685210,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.8305,8.5202,30.9744,12.1439,27.0235,11.3716,8.193,4.0942,3.9982,2.7863,6.7845,2.8514,0.1433,0.0651,8.0497,0.3371,0.5086,1.7899,1.1865,2.889,0.5893,1.4349,fuway,2013-01-12T02:19:31Z
"C0022B-17X-6, 32.0 cm",NULL,139.565,139.565,139.565,139.565,"C0022B-17X-6, 34.0 cm",NULL,139.585,139.585,139.585,139.585,"C0022B-17X-6 W, 32.0--34.0 cm",CKY000000000001685310,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.7917,8.4857,32.7315,13.9398,28.0966,11.9579,9.3049,4.803,4.6904,3.3958,8.0862,3.4722,0.1681,0.0764,9.1368,0.3446,0.5257,1.7239,1.1299,2.6906,0.58,1.3812,fuway,2013-01-12T02:19:31Z
"C0022B-17X-6, 103.0 cm",NULL,140.275,140.275,140.275,140.275,"C0022B-17X-6, 105.0 cm",NULL,140.295,140.295,140.295,140.295,"C0022B-17X-6 W, 103.0--105.0 cm",CKY000000000001685410,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.2569,8.194,34.1568,15.8999,28.7927,12.2274,10.5358,5.5587,5.4284,3.9449,9.3733,4.0334,0.1946,0.0885,10.3412,0.3496,0.5375,1.6963,1.1033,2.6214,0.5791,1.3761,fuway,2013-01-12T02:19:31Z
"C0022B-17X-7, 3.0 cm",NULL,140.375,140.375,140.375,140.375,"C0022B-17X-7, 5.0 cm",NULL,140.395,140.395,140.395,140.395,"C0022B-17X-7 W, 3.0--5.0 cm",CKY000000000001685510,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.8276,8.4991,28.7279,9.9003,25.3129,10.9394,6.4853,3.5389,3.456,2.384,5.84,2.4403,0.1239,0.0563,6.3614,0.3575,0.5563,1.6953,1.0893,2.6684,0.5918,1.4497,fuway,2013-01-12T02:19:31Z
"C0022B-17X-7, 84.0 cm",NULL,141.185,141.185,141.185,141.185,"C0022B-17X-7, 86.0 cm",NULL,141.205,141.205,141.205,141.205,"C0022B-17X-7 W, 84.0--86.0 cm",CKY000000000001685610,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.8707,8.587,33.7986,14.9279,28.5687,12.1171,9.698,5.4196,5.2926,3.4439,8.7365,3.5301,0.1897,0.0862,9.5083,0.3631,0.57,1.7087,1.0883,2.7609,0.6058,1.5368,fuway,2013-01-12T02:19:31Z
"C0022B-17X-8, 50.0 cm",NULL,141.875,141.875,141.875,141.875,"C0022B-17X-8, 52.0 cm",NULL,141.895,141.895,141.895,141.895,"C0022B-17X-8 W, 50.0--52.0 cm",CKY000000000001685710,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.6266,8.3957,33.3437,14.7171,28.7445,12.1527,10.1179,4.766,4.6543,3.6812,8.3355,3.757,0.1668,0.0758,9.9511,0.3238,0.4789,1.7656,1.1938,2.7032,0.5584,1.2643,fuway,2013-01-12T02:19:31Z
"C0022B-18X-1, 11.0 cm",NULL,143.11,143.11,143.11,143.11,"C0022B-18X-1, 13.0 cm",NULL,143.13,143.13,143.13,143.13,"C0022B-18X-1 W, 11.0--13.0 cm",CKY000000000001689710,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:00Z,NULL,18.1777,8.2538,28.8957,10.718,25.4546,10.8471,7.2769,3.5659,3.4823,2.5366,6.0189,2.5933,0.1248,0.0567,7.1521,0.3327,0.4986,1.7807,1.1883,2.8196,0.5786,1.3728,fuway,2013-01-12T02:19:31Z
"C0022B-18X-2, 62.0 cm",NULL,144.12,144.12,144.12,144.12,"C0022B-18X-2, 65.0 cm",NULL,144.15,144.15,144.15,144.15,"C0022B-18X-2 W, 62.0--65.0 cm",CKY000000000001689810,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:00Z,NULL,18.8795,8.4616,43.0069,24.1274,35.4184,14.6277,16.5389,7.8637,7.6794,6.041,13.7204,6.1661,0.2752,0.1251,16.2637,0.3259,0.4835,1.7585,1.1854,2.6922,0.5597,1.2712,fuway,2013-01-12T02:19:31Z
"C0022B-18X-2, 122.0 cm",NULL,144.72,144.72,144.72,144.72,"C0022B-18X-2, 124.0 cm",NULL,144.74,144.74,144.74,144.74,"C0022B-18X-2 W, 122.0--124.0 cm",CKY000000000001689910,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:00Z,NULL,18.0774,8.1548,34.7781,16.7007,30.1371,12.6138,12.0597,4.8093,4.6966,4.3825,9.0791,4.459,0.1683,0.0765,11.8914,0.288,0.4044,1.8395,1.3098,2.7134,0.5173,1.0717,fuway,2013-01-12T02:19:31Z
"C0022B-18X-3, 68.0 cm",NULL,145.47,145.47,145.47,145.47,"C0022B-18X-3, 71.0 cm",NULL,145.5,145.5,145.5,145.5,"C0022B-18X-3 W, 68.0--71.0 cm",CKY000000000001690010,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:01Z,NULL,18.8925,8.5059,30.2672,11.3747,26.4468,11.2911,7.5543,3.959,3.8662,2.7222,6.5884,2.7852,0.1386,0.063,7.4157,0.3481,0.5339,1.7265,1.1256,2.7242,0.5868,1.4202,fuway,2013-01-12T02:19:31Z
"C0022B-18X-5, 29.0 cm",NULL,146.185,146.185,146.185,146.185,"C0022B-18X-5, 31.0 cm",NULL,146.205,146.205,146.205,146.205,"C0022B-18X-5 W, 29.0--31.0 cm",CKY000000000001690110,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:01Z,NULL,18.7225,8.4997,36.1193,17.3968,31.3217,13.0844,12.5992,4.9716,4.8551,4.5056,9.3607,4.5847,0.174,0.0791,12.4252,0.2858,0.4001,1.8585,1.3274,2.7577,0.5187,1.0776,fuway,2013-01-12T02:19:31Z
"C0022B-18X-6, 27.0 cm",NULL,146.825,146.825,146.825,146.825,"C0022B-18X-6, 30.0 cm",NULL,146.855,146.855,146.855,146.855,"C0022B-18X-6 W, 27.0--30.0 cm",CKY000000000001690210,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:01Z,NULL,18.8396,8.4922,35.8743,17.0347,31.4265,13.0834,12.5869,4.6091,4.5011,4.5179,9.019,4.5912,0.1613,0.0733,12.4256,0.2706,0.3709,1.8888,1.3777,2.7503,0.4991,0.9963,fuway,2013-01-12T02:19:31Z
"C0022B-18X-6, 110.0 cm",NULL,147.655,147.655,147.655,147.655,"C0022B-18X-6, 112.0 cm",NULL,147.675,147.675,147.675,147.675,"C0022B-18X-6 W, 110.0--112.0 cm",CKY000000000001690310,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T18:01:01Z,NULL,18.8329,8.4451,34.8516,16.0187,29.3946,12.3385,10.5617,5.6549,5.5224,3.8034,9.3258,3.8934,0.1979,0.09,10.3638,0.353,0.5456,1.7177,1.1113,2.7249,0.5922,1.452,fuway,2013-01-12T02:19:31Z
"C0022B-19X-1, 78.0 cm",NULL,153.28,153.28,153.28,153.28,"C0022B-19X-1, 80.0 cm",NULL,153.3,153.3,153.3,153.3,"C0022B-19X-1 W, 78.0--80.0 cm",CKY000000000001692910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-03T20:18:26Z,NULL,18.8626,8.5056,31.4964,12.6338,27.4995,11.6735,8.6369,4.1419,4.0448,3.102,7.1468,3.1679,0.145,0.0659,8.4919,0.3278,0.4877,1.7678,1.1882,2.7376,0.566,1.3039,fuway,2013-01-12T02:19:31Z
"C0022B-19X-3, 9.0 cm",NULL,153.71,153.71,153.71,153.71,"C0022B-19X-3, 12.0 cm",NULL,153.74,153.74,153.74,153.74,"C0022B-19X-3 W, 9.0--12.0 cm",CKY000000000001693010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-03T20:18:26Z,NULL,18.1918,8.1821,29.8918,11.7,26.1758,11.1416,7.984,3.8508,3.7605,2.8982,6.6587,2.9595,0.1348,0.0613,7.8492,0.3291,0.4906,1.7571,1.1788,2.7083,0.5647,1.2975,fuway,2013-01-12T02:19:31Z
"C0022B-19X-4, 17.0 cm",NULL,154.24,154.24,154.24,154.24,"C0022B-19X-4, 19.0 cm",NULL,154.26,154.26,154.26,154.26,"C0022B-19X-4 W, 17.0--19.0 cm",CKY000000000001693110,PP,NULL,8,fabbri338,NULL,CKY,2013-01-03T20:18:26Z,sand,18.7973,8.4403,27.288,8.4907,25.4077,10.9792,6.6104,1.9485,1.9028,2.5079,4.4107,2.5389,0.0682,0.031,6.5422,0.2295,0.2978,1.925,1.4833,2.6086,0.4314,0.7587,fuway,2013-01-12T02:19:31Z
"C0022B-19X-5, 13.0 cm",NULL,154.735,154.735,154.735,154.735,"C0022B-19X-5, 16.0 cm",NULL,154.765,154.765,154.765,154.765,"C0022B-19X-5 W, 13.0--16.0 cm",CKY000000000001693210,PP,NULL,8,fabbri338,NULL,CKY,2013-01-03T20:18:26Z,NULL,18.7289,8.4207,35.5115,16.7826,30.3418,12.636,11.6129,5.3572,5.2316,4.1301,9.3617,4.2153,0.1875,0.0852,11.4254,0.3192,0.4689,1.7927,1.2204,2.7664,0.5588,1.2667,fuway,2013-01-12T02:19:31Z
"C0022B-19X-6, 56.0 cm",NULL,155.97,155.97,155.97,155.97,"C0022B-19X-6, 58.0 cm",NULL,155.99,155.99,155.99,155.99,"C0022B-19X-6 W, 56.0--58.0 cm",CKY000000000001693310,PP,NULL,8,fabbri338,NULL,CKY,2013-01-03T20:18:26Z,NULL,18.8122,8.4046,29.6958,10.8836,26.1236,11.248,7.3114,3.7018,3.615,2.7845,6.3995,2.8434,0.1296,0.0589,7.1818,0.3401,0.5154,1.7007,1.1222,2.5792,0.5649,1.2983,fuway,2013-01-12T02:19:31Z
"C0022B-20X-1, 32.0 cm",NULL,190.811,190.82,190.811,190.82,"C0022B-20X-1, 35.0 cm",NULL,190.841,190.85,190.841,190.85,"C0022B-20X-1 W, 32.0--35.0 cm",CKY000000000001695310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:39Z,NULL,18.1337,8.1875,27.4475,9.3138,24.4506,10.4046,6.3169,3.1056,3.0328,2.1677,5.2005,2.2171,0.1087,0.0494,6.2082,0.3334,0.5002,1.7909,1.1938,2.864,0.5832,1.3991,fuway,2013-01-12T02:19:31Z
"C0022B-20X-2, 13.0 cm",NULL,191.351,191.375,191.351,191.375,"C0022B-20X-2, 16.0 cm",NULL,191.381,191.405,191.381,191.405,"C0022B-20X-2 W, 13.0--16.0 cm",CKY000000000001695410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:39Z,NULL,18.7641,8.4246,30.489,11.7249,26.8308,11.4061,8.0667,3.7909,3.7021,2.9212,6.6233,2.9815,0.1327,0.0603,7.934,0.3233,0.4778,1.7703,1.1979,2.716,0.559,1.2673,fuway,2013-01-12T02:19:31Z
"C0022B-20X-2, 93.0 cm",NULL,192.13,192.175,192.13,192.175,"C0022B-20X-2, 96.0 cm",NULL,192.159,192.205,192.159,192.205,"C0022B-20X-2 W, 93.0--96.0 cm",CKY000000000001695510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:39Z,NULL,18.6867,8.44,30.7716,12.0849,26.8152,11.3483,8.1285,4.0999,4.0038,2.8431,6.8469,2.9083,0.1435,0.0652,7.985,0.3393,0.5135,1.765,1.1662,2.8086,0.5848,1.4083,fuway,2013-01-12T02:19:31Z
"C0022B-20X-3, 32.0 cm",NULL,192.558,192.615,192.558,192.615,"C0022B-20X-3, 35.0 cm",NULL,192.587,192.645,192.587,192.645,"C0022B-20X-3 W, 32.0--35.0 cm",CKY000000000001695610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:39Z,NULL,18.7317,8.4312,34.9021,16.1704,29.5142,12.3996,10.7825,5.5833,5.4524,3.8796,9.332,3.9684,0.1954,0.0888,10.5871,0.3453,0.5274,1.7328,1.1345,2.7289,0.5843,1.4054,fuway,2013-01-12T02:19:31Z
"C0022B-20X-3, 106.0 cm",NULL,193.278,193.355,193.278,193.355,"C0022B-20X-3, 108.0 cm",NULL,193.297,193.375,193.297,193.375,"C0022B-20X-3 W, 106.0--108.0 cm",CKY000000000001695710,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.2029,8.2032,30.1594,11.9565,26.5186,11.2245,8.3157,3.7728,3.6844,2.9613,6.6457,3.0213,0.132,0.06,8.1837,0.3155,0.461,1.7991,1.2314,2.7635,0.5544,1.2442,fuway,2013-01-12T02:19:31Z
"C0022B-20X-5, 5.0 cm",NULL,193.827,193.92,193.827,193.92,"C0022B-20X-5, 7.0 cm",NULL,193.847,193.94,193.847,193.94,"C0022B-20X-5 W, 5.0--7.0 cm",CKY000000000001695810,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.9046,8.5358,32.8266,13.922,28.3241,11.852,9.4195,4.6658,4.5564,3.242,7.7984,3.3162,0.1633,0.0742,9.2562,0.3351,0.5041,1.7852,1.1869,2.8551,0.5843,1.4054,fuway,2013-01-12T02:19:31Z
"C0022B-20X-6, 16.0 cm",NULL,194.523,194.635,194.523,194.635,"C0022B-20X-6, 18.0 cm",NULL,194.542,194.655,194.542,194.655,"C0022B-20X-6 W, 16.0--18.0 cm",CKY000000000001695910,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.2079,8.2174,34.303,16.0951,30.1379,12.694,11.93,4.3162,4.215,4.4079,8.6229,4.4766,0.1511,0.0687,11.7789,0.2682,0.3664,1.8666,1.366,2.6722,0.4888,0.9562,fuway,2013-01-12T02:19:31Z
"C0022B-20X-6, 72.0 cm",NULL,195.068,195.195,195.068,195.195,"C0022B-20X-6, 75.0 cm",NULL,195.097,195.225,195.097,195.225,"C0022B-20X-6 W, 72.0--75.0 cm",CKY000000000001696010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,19.0877,8.63,29.7792,10.6915,26.5637,11.3115,7.476,3.3321,3.254,2.6285,5.8825,2.6815,0.1166,0.053,7.3594,0.3117,0.4528,1.8175,1.2511,2.7998,0.5532,1.238,fuway,2013-01-12T02:19:31Z
"C0022B-20X-7, 44.0 cm",NULL,195.88,196.03,195.88,196.03,"C0022B-20X-7, 47.0 cm",NULL,195.909,196.06,195.909,196.06,"C0022B-20X-7 W, 44.0--47.0 cm",CKY000000000001696110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.7987,8.5074,33.1745,14.3758,28.7127,12.1174,9.914,4.6236,4.5152,3.5365,8.0517,3.61,0.1618,0.0735,9.7522,0.3216,0.4741,1.7854,1.2112,2.7576,0.5608,1.2767,fuway,2013-01-12T02:19:31Z
"C0022B-20X-7, 122.0 cm",NULL,196.639,196.81,196.639,196.81,"C0022B-20X-7, 124.0 cm",NULL,196.658,196.83,196.658,196.83,"C0022B-20X-7 W, 122.0--124.0 cm",CKY000000000001696210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.8466,8.4448,32.6485,13.8019,29.0112,12.2591,10.1646,3.7692,3.6809,3.7543,7.4352,3.8143,0.1319,0.06,10.0327,0.2731,0.3757,1.8563,1.3494,2.6723,0.4951,0.9804,fuway,2013-01-12T02:19:31Z
"C0022B-20X-8, 34.0 cm",NULL,197.14,197.325,197.14,197.325,"C0022B-20X-8, 37.0 cm",NULL,197.169,197.355,197.169,197.355,"C0022B-20X-8 WR, 34.0--37.0 cm",CKY000000000001667810,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T05:39:12Z,NULL,18.8612,8.4951,31.0033,12.1421,27.0154,11.5121,8.1542,4.1325,4.0356,2.9513,6.9869,3.017,0.1446,0.0657,8.0096,0.3403,0.5159,1.7378,1.1464,2.7139,0.5776,1.3674,fuway,2013-01-12T02:19:31Z
"C0022B-20X-9, 16.0 cm",NULL,197.534,197.73,197.534,197.73,"C0022B-20X-9, 19.0 cm",NULL,197.563,197.76,197.563,197.76,"C0022B-20X-9 W, 16.0--19.0 cm",CKY000000000001696310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,19.1581,8.6708,29.3557,10.1976,25.8888,11.0953,6.7307,3.5926,3.5084,2.3674,5.8758,2.4245,0.1257,0.0571,6.605,0.3523,0.5439,1.7355,1.1241,2.79,0.5971,1.482,fuway,2013-01-12T02:19:31Z
"C0022B-20X-9, 93.0 cm",NULL,198.283,198.5,198.283,198.5,"C0022B-20X-9, 95.0 cm",NULL,198.302,198.52,198.302,198.52,"C0022B-20X-9 W, 93.0--95.0 cm",CKY000000000001696410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T23:21:40Z,NULL,18.9621,8.545,36.8805,17.9184,31.1023,13.13,12.1402,5.9878,5.8475,4.4897,10.3372,4.585,0.2096,0.0953,11.9306,0.3342,0.5019,1.7334,1.1541,2.6573,0.5657,1.3024,fuway,2013-01-12T02:19:31Z
"C0022B-20X-10, 8.0 cm",NULL,198.73,198.96,198.73,198.96,"C0022B-20X-10, 10.0 cm",NULL,198.75,198.98,198.75,198.98,"C0022B-20X-10 WR, 8.0--10.0 cm",CKY000000000001668610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T05:41:31Z,NULL,18.5581,8.3341,26.8253,8.2672,24.0352,10.3976,5.4771,2.8913,2.8235,2.0175,4.841,2.0635,0.1012,0.046,5.3759,0.3497,0.5378,1.7077,1.1105,2.6646,0.5832,1.3995,fuway,2013-01-12T02:19:31Z
"C0022B-21X-2, 72.0 cm",NULL,200.955,200.955,200.955,200.955,"C0022B-21X-2, 74.0 cm",NULL,200.975,200.975,200.975,200.975,"C0022B-21X-2 W, 72.0--74.0 cm",CKY000000000001702310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:16Z,NULL,18.9083,8.5196,33.2109,14.3026,27.8921,11.8692,8.9838,5.5117,5.3825,3.2619,8.6444,3.3496,0.1929,0.0877,8.7909,0.3854,0.627,1.6546,1.0169,2.695,0.6227,1.6501,fuway,2013-01-12T02:19:31Z
"C0022B-21X-2, 112.0 cm",NULL,201.355,201.355,201.355,201.355,"C0022B-21X-2, 114.0 cm",NULL,201.375,201.375,201.375,201.375,"C0022B-21X-2 W, 112.0--114.0 cm",CKY000000000001702410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:16Z,NULL,18.8494,8.5062,32.599,13.7496,28.172,11.9929,9.3226,4.5876,4.4801,3.4137,7.8938,3.4867,0.1606,0.073,9.162,0.3337,0.5007,1.7418,1.1607,2.6839,0.5675,1.3124,fuway,2013-01-12T02:19:31Z
"C0022B-21X-3, 30.0 cm",NULL,201.875,201.875,201.875,201.875,"C0022B-21X-3, 32.0 cm",NULL,201.895,201.895,201.895,201.895,"C0022B-21X-3 W, 30.0--32.0 cm",CKY000000000001702510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:16Z,NULL,18.8492,8.5421,34.4061,15.5569,28.5087,12.1404,9.6595,6.1113,5.9681,3.5011,9.4692,3.5983,0.2139,0.0972,9.4456,0.3928,0.647,1.6429,0.9975,2.6979,0.6303,1.7046,fuway,2013-01-12T02:19:31Z
"C0022B-21X-4, 0.0 cm",NULL,202.14,202.14,202.14,202.14,"C0022B-21X-4, 3.0 cm",NULL,202.17,202.17,202.17,202.17,"C0022B-21X-4 W, 0.0--3.0 cm",CKY000000000001702610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:16Z,NULL,18.5824,8.3601,35.3206,16.7382,30.117,12.6594,11.5346,5.3923,5.2659,4.2135,9.4794,4.2993,0.1887,0.0858,11.3459,0.3222,0.4753,1.7657,1.1969,2.6927,0.5555,1.2498,fuway,2013-01-12T02:19:31Z
"C0022B-21X-4, 79.0 cm",NULL,202.93,202.93,202.93,202.93,"C0022B-21X-4, 81.0 cm",NULL,202.95,202.95,202.95,202.95,"C0022B-21X-4 W, 79.0--81.0 cm",CKY000000000001702710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:16Z,NULL,18.17,8.1578,33.4442,15.2742,28.5986,11.9933,10.4286,5.0213,4.9036,3.7556,8.6592,3.8355,0.1757,0.0799,10.2529,0.3287,0.4897,1.7639,1.184,2.73,0.5663,1.3057,fuway,2013-01-12T02:19:31Z
"C0022B-21X-5, 33.0 cm",NULL,203.66,203.66,203.66,203.66,"C0022B-21X-5, 35.0 cm",NULL,203.68,203.68,203.68,203.68,"C0022B-21X-5 W, 33.0--35.0 cm",CKY000000000001702810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.6391,8.4176,33.7023,15.0632,28.4757,12.0486,9.8366,5.4162,5.2893,3.5448,8.8341,3.631,0.1896,0.0862,9.647,0.3596,0.5614,1.7051,1.092,2.7215,0.5987,1.4921,fuway,2013-01-12T02:19:31Z
"C0022B-21X-5, 85.0 cm",NULL,204.18,204.18,204.18,204.18,"C0022B-21X-5, 89.0 cm",NULL,204.22,204.22,204.22,204.22,"C0022B-21X-5 WR, 85.0--89.0 cm",CKY000000000001675410,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T10:09:51Z,NULL,18.8398,8.5053,34.8878,16.048,30.0363,12.6656,11.1965,5.0275,4.9097,4.0803,8.99,4.1603,0.176,0.08,11.0205,0.3133,0.4562,1.7851,1.2259,2.7009,0.5461,1.2033,fuway,2013-01-12T02:19:31Z
"C0022B-21X-7, 19.0 cm",NULL,204.72,204.72,204.72,204.72,"C0022B-21X-7, 21.0 cm",NULL,204.74,204.74,204.74,204.74,"C0022B-21X-7 W, 19.0--21.0 cm",CKY000000000001702910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.1237,8.1504,31.6974,13.5737,27.3547,11.593,9.231,4.5002,4.3947,3.371,7.7657,3.4426,0.1575,0.0716,9.0735,0.3315,0.496,1.7479,1.1684,2.6916,0.5659,1.3037,fuway,2013-01-12T02:19:31Z
"C0022B-21X-7, 133.0 cm",NULL,205.86,205.86,205.86,205.86,"C0022B-21X-7, 137.0 cm",NULL,205.9,205.9,205.9,205.9,"C0022B-21X-7 W, 133.0--137.0 cm",CKY000000000001703010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.881,8.5048,33.6706,14.7896,29.7448,12.5207,10.8638,4.0682,3.9729,3.9512,7.9241,4.0159,0.1424,0.0647,10.7214,0.2751,0.3794,1.8664,1.353,2.7135,0.5014,1.0055,fuway,2013-01-12T02:19:31Z
"C0022B-21X-8, 29.0 cm",NULL,206.195,206.195,206.195,206.195,"C0022B-21X-8, 31.0 cm",NULL,206.215,206.215,206.215,206.215,"C0022B-21X-8 W, 29.0--31.0 cm",CKY000000000001703110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.7577,8.4223,35.2645,16.5068,30.2337,12.7194,11.476,5.2133,5.0911,4.2141,9.3052,4.2971,0.1825,0.083,11.2935,0.3158,0.4616,1.7739,1.2137,2.6799,0.5471,1.2081,fuway,2013-01-12T02:19:31Z
"C0022B-21X-8, 95.0 cm",NULL,206.855,206.855,206.855,206.855,"C0022B-21X-8, 97.0 cm",NULL,206.875,206.875,206.875,206.875,"C0022B-21X-8 W, 95.0--97.0 cm",CKY000000000001703210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.3084,8.2823,35.6499,17.3415,30.2249,12.6863,11.9165,5.6218,5.49,4.3145,9.8045,4.404,0.1968,0.0895,11.7197,0.3242,0.4797,1.7687,1.1953,2.7164,0.5599,1.2725,fuway,2013-01-12T02:19:31Z
"C0022B-21X-9, 32.0 cm",NULL,207.49,207.49,207.49,207.49,"C0022B-21X-9, 34.0 cm",NULL,207.51,207.51,207.51,207.51,"C0022B-21X-9 W, 32.0--34.0 cm",CKY000000000001703310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,17.929,8.1618,32.1439,14.2149,27.9534,11.828,10.0244,4.3425,4.2407,3.5971,7.8378,3.6662,0.152,0.0691,9.8724,0.3055,0.4399,1.8136,1.2596,2.7445,0.5411,1.1789,fuway,2013-01-12T02:19:31Z
"C0022B-21X-10, 26.0 cm",NULL,208.1,208.1,208.1,208.1,"C0022B-21X-10, 28.0 cm",NULL,208.12,208.12,208.12,208.12,"C0022B-21X-10 W, 26.0--28.0 cm",CKY000000000001704110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,19.0215,8.5802,31.3326,12.3111,27.5241,11.7095,8.5026,3.9466,3.8541,3.0665,6.9206,3.1293,0.1381,0.0628,8.3645,0.3206,0.4718,1.7789,1.2086,2.7277,0.5569,1.2568,fuway,2013-01-12T02:19:31Z
