"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Comments",
"317","U1352","B","31","H","2","W","26.0","27.0","268.960","268.870","0.203","1.691","0.4100","0.00","0.0500","0.0600","","0.21","","",
"317","U1352","B","31","H","2","W","26.0","27.0","268.960","268.870","","","0.420","0.00","0.0300","0.1700","","","","",
"317","U1352","B","31","H","2","W","26.0","27.0","268.960","268.870","","","0.400","0.00","0.0300","0.0500","","","","",
"317","U1352","B","32","H","2","W","102.0","103.0","274.720","274.720","0.550","4.582","0.8900","0.00","0.0500","0.3300","","0.34","","",
"317","U1352","B","32","H","CC","W","56.0","57.0","281.400","281.400","6.902","57.494","7.4600","0.00","0.0300","0.0800","","0.56","","",
"317","U1352","B","33","H","4","W","68.0","69.0","285.320","285.310","2.352","19.592","2.8700","0.00","0.0900","0.2400","","0.52","","",
"317","U1352","B","34","H","5","W","95.0","96.0","292.090","292.080","0.572","4.765","1.1300","0.00","0.0300","0.2000","","0.56","","",
"317","U1352","B","35","H","2","W","31.0","32.0","294.650","294.650","4.030","33.570","4.4900","0.00","0.0600","0.0800","","0.46","","",
"317","U1352","B","36","H","2","W","39.0","40.0","296.890","296.840","6.416","53.445","7.1800","0.00","0.0500","0.0300","","0.76","","",
"317","U1352","B","36","H","2","W","39.0","40.0","296.890","296.840","6.484","54.012","6.980","0.00","0.0500","0.0600","","0.50","","",
"317","U1352","B","37","X","2","W","57.0","58.0","299.070","299.070","1.077","8.971","1.8300","0.00","0.0500","0.2500","","0.75","","",
"317","U1352","B","38","X","2","W","88.0","89.0","304.980","304.980","2.178","18.143","2.8400","0.00","0.0700","0.4500","","0.66","","",
"317","U1352","B","38","X","5","W","128.0","129.0","309.880","309.880","0.104","0.866","0.2600","0.00","0.0400","0.2700","","0.16","","",
"317","U1352","B","39","X","3","W","97.0","98.0","316.170","316.170","0.351","2.924","0.5900","0.00","0.0500","0.3700","","0.24","","",
"317","U1352","B","39","X","6","W","29.0","30.0","319.990","319.990","2.324","19.359","3.0400","0.00","0.0700","0.2800","","0.72","","",
"317","U1352","B","40","X","1","W","82.0","83.0","322.720","322.720","0.853","7.105","1.1800","0.00","0.0600","0.4300","","0.33","","",
"317","U1352","B","40","X","3","W","49.0","50.0","325.390","325.390","3.233","26.931","3.8000","0.00","0.0500","0.1500","","0.57","","",
"317","U1352","B","41","X","3","W","82.0","83.0","335.320","335.230","2.372","19.759","2.5300","0.00","0.00","0.00","","0.16","","",
"317","U1352","B","41","X","5","W","72.0","73.0","338.220","338.060","0.218","1.816","0.4200","0.00","0.00","0.00","","0.20","","",
"317","U1352","B","42","X","1","W","92.0","93.0","342.020","342.020","0.402","3.349","0.7600","0.00","0.00","0.00","","0.36","","",
"317","U1352","B","42","X","5","W","140.0","141.0","348.500","348.500","3.586","29.871","4.3600","0.00","0.0300","0.00","","0.77","","",
"317","U1352","B","43","X","2","W","87.0","88.0","353.070","353.060","0.468","3.898","0.9000","0.00","0.0900","0.00","","0.43","","",
"317","U1352","B","44","X","2","W","77.0","78.0","362.670","362.620","0.725","6.039","0.8500","0.00","0.0300","0.2300","","0.13","","",
"317","U1352","B","44","X","2","W","80.0","81.0","362.700","362.650","0.899","7.489","1.1210","0.00","0.0400","0.1300","","0.22","","",
"317","U1352","B","46","X","5","W","73.0","74.0","386.310","386.130","0.501","4.173","0.7300","0.00","0.00","0.00","","0.23","","",
"317","U1352","B","47","X","3","W","87.0","88.0","393.070","392.940","3.076","25.623","3.3800","0.00","0.0700","0.1900","","0.30","","",
"317","U1352","B","47","X","3","W","87.0","88.0","393.070","392.940","","","3.360","0.00","0.0400","0.0500","","","","",
"317","U1352","B","47","X","6","W","72.0","73.0","397.420","397.150","0.545","4.540","0.8100","0.00","0.00","0.00","","0.27","","",
"317","U1352","B","48","X","3","W","64.0","65.0","402.340","402.290","0.203","1.691","0.3980","0.00","0.0300","0.1900","","0.20","","",
"317","U1352","B","48","X","5","W","123.0","124.0","405.930","405.830","1.240","10.329","1.4900","0.00","0.00","0.00","","0.25","","",
"317","U1352","B","49","X","1","W","62.0","63.0","408.920","408.920","0.714","5.948","1.1600","0.00","0.0700","0.00","","0.45","","",
"317","U1352","B","50","X","4","W","95.0","96.0","423.350","423.330","4.546","37.868","5.2680","0.00","0.0500","0.3200","","0.72","","",
"317","U1352","B","50","X","6","W","110.0","111.0","426.500","426.470","0.543","4.523","0.6700","0.00","0.0900","0.00","","0.13","","",
"317","U1352","B","51","X","1","W","33.0","34.0","427.830","427.830","3.476","28.955","","","","","","","","",
"317","U1352","B","51","X","2","W","35.0","36.0","429.350","429.340","0.117","0.975","0.2790","0.00","0.0300","0.2400","","0.16","","",
"317","U1352","B","52","X","4","W","70.0","71.0","442.300","442.200","0.174","1.449","0.7200","0.00","0.0100","0.00","","0.55","","",
"317","U1352","B","52","X","7","W","56.0","57.0","446.360","446.170","7.927","66.032","8.3000","0.00","0.00","0.00","","0.37","","",
"317","U1352","B","53","X","1","W","118.0","119.0","447.880","447.880","8.683","72.329","8.9930","0.00","0.0200","0.00","","0.31","","",
"317","U1352","B","53","X","6","W","87.0","88.0","455.040","455.040","0.593","4.940","0.8740","0.00","0.00","0.1600","","0.28","","",
"317","U1352","B","54","X","1","W","112.0","113.0","457.420","457.420","0.597","4.973","0.9700","0.00","0.0100","0.00","","0.37","","",
"317","U1352","B","54","X","5","W","28.0","29.0","462.580","462.580","8.298","69.122","8.4310","0.00","0.00","0.0800","","0.13","","",
"317","U1352","B","55","X","1","W","9.0","10.0","465.990","465.990","2.628","21.891","3.1570","0.00","0.0100","0.1100","","0.53","","",
"317","U1352","B","56","X","6","W","33.0","34.0","483.330","482.910","2.944","24.524","3.3460","0.00","0.0100","0.1400","","0.40","","",
"317","U1352","B","56","X","7","W","57.0","58.0","484.670","484.180","1.529","12.737","1.7360","0.00","0.0100","0.0700","","0.21","","",
"317","U1352","B","57","X","1","W","85.0","86.0","485.950","485.950","0.634","5.281","0.9200","0.00","0.0100","0.0900","","0.29","","",
"317","U1352","B","57","X","4","W","43.0","44.0","490.030","490.030","6.226","51.863","6.9750","0.00","0.00","0.00","","0.75","","",
"317","U1352","B","58","X","4","W","72.0","73.0","498.640","498.490","0.461","3.840","0.6890","0.00","0.0100","0.5300","","0.23","","",
"317","U1352","B","59","X","1","W","104.0","105.0","505.340","505.340","0.459","3.823","0.7730","0.00","0.0400","0.3200","","0.31","","",
"317","U1352","B","60","X","1","W","29.0","30.0","514.190","514.190","4.982","41.500","5.4030","0.00","0.0100","0.2300","","0.42","","",
"317","U1352","B","61","X","1","W","42.0","43.0","523.920","523.920","0.819","6.822","1.1940","0.00","0.0200","0.3800","","0.38","","",
"317","U1352","B","61","X","2","W","63.0","64.0","525.130","525.130","2.168","18.059","2.7440","0.00","0.00","0.0200","","0.58","","",
"317","U1352","B","61","X","2","W","63.0","64.0","525.130","525.130","","","2.660","0.00","0.0400","0.0600","","","","",
"317","U1352","B","61","X","2","W","63.0","64.0","525.130","525.130","","","2.630","0.00","0.0500","0.2600","","","","",
"317","U1352","B","62","X","4","W","84.0","85.0","538.440","538.300","0.906","7.547","1.1510","0.00","0.0200","0.1200","","0.24","","",
"317","U1352","B","63","X","4","W","83.0","84.0","548.030","547.810","0.311","2.591","0.6100","0.00","0.0500","0.4700","","0.30","","",
"317","U1352","B","64","X","3","W","81.0","82.0","556.010","556.010","0.492","4.098","0.8400","0.00","0.0500","0.5400","","0.35","","",
"317","U1352","B","66","X","1","W","58.0","59.0","571.980","571.980","7.002","58.327","7.5800","0.00","0.0400","0.0500","","0.58","","",
"317","U1352","B","67","X","CC","W","16.0","17.0","573.490","573.490","6.658","55.461","7.2400","0.00","0.0300","0.0500","","0.58","","",
"317","U1352","B","68","X","1","W","71.0","72.0","581.810","581.810","2.069","17.235","2.3300","0.00","0.0300","0.1800","","0.26","","",
"317","U1352","B","71","X","3","W","42.0","43.0","613.320","613.320","3.187","26.548","3.4500","0.00","0.0300","0.2000","","0.26","","",
"317","U1352","B","72","X","4","W","80.0","81.0","624.770","624.770","0.370","3.082","0.6600","0.00","0.0400","0.5400","","0.29","","",
"317","U1352","B","73","X","3","W","57.0","58.0","632.670","632.670","0.757","6.306","1.0800","0.00","0.0400","0.2700","","0.32","","",
"317","U1352","B","74","X","3","W","76.0","77.0","642.460","642.350","0.941","7.839","1.2400","0.00","0.0400","0.1600","","0.30","","",
"317","U1352","B","74","X","7","W","10.0","11.0","647.600","647.330","1.121","9.338","1.3800","0.00","0.0300","0.1000","","0.26","","",
"317","U1352","B","75","X","1","W","130.0","131.0","649.600","649.540","0.972","8.097","1.4500","0.00","0.0400","0.2400","","0.48","","",
"317","U1352","B","75","X","5","W","71.0","72.0","655.010","654.720","1.261","10.504","1.5500","0.00","0.0400","0.1300","","0.29","","",
"317","U1352","B","76","X","1","W","40.0","41.0","658.300","658.290","0.991","8.255","1.3100","0.00","0.0300","0.0700","","0.32","","",
"317","U1352","B","76","X","1","W","40.0","41.0","658.300","658.290","","","1.310","0.00","0.0400","0.1200","","","","",
"317","U1352","B","76","X","4","W","75.0","76.0","663.150","663.020","0.808","6.731","1.1300","0.00","0.0300","0.1300","","0.32","","",
"317","U1352","B","77","X","1","W","61.0","62.0","668.210","668.210","1.291","10.754","1.5800","0.00","0.0400","0.0700","","0.29","","",
"317","U1352","B","77","X","1","W","61.0","62.0","668.210","668.210","","","1.680","0.00","0.0400","0.1800","","","","",
"317","U1352","B","77","X","2","W","46.0","47.0","669.560","669.560","1.510","12.578","1.7900","0.00","0.0400","0.1400","","0.28","","",
"317","U1352","B","78","X","1","W","38.0","39.0","677.680","677.680","2.373","19.767","2.7000","0.00","0.0300","0.0400","","0.33","","",
"317","U1352","B","78","X","1","W","55.0","56.0","677.850","677.850","2.374","19.775","2.6400","0.00","0.0300","0.0700","","0.27","","",
"317","U1352","B","78","X","1","W","55.0","56.0","677.850","677.850","","","2.710","0.00","0.0200","0.0500","","","","",
"317","U1352","B","79","X","1","W","43.0","44.0","687.330","687.330","1.359","11.320","1.6800","0.00","0.0300","0.1800","","0.32","","",
"317","U1352","B","80","X","3","W","74.0","75.0","700.240","700.240","1.156","9.629","1.5100","0.00","0.0400","0.2300","","0.35","","",
"317","U1352","B","80","X","3","W","74.0","75.0","700.240","700.240","","","1.500","0.00","0.0400","0.3700","","","","",
"317","U1352","B","80","X","5","W","13.0","14.0","702.630","702.630","1.336","11.129","1.7000","0.00","0.0300","0.2100","","0.36","","",
"317","U1352","B","81","X","2","W","90.0","91.0","708.500","707.940","0.561","4.673","0.8700","0.00","0.0300","0.2500","","0.31","","",
"317","U1352","B","81","X","3","W","78.0","79.0","709.880","709.010","0.931","7.755","1.2300","0.00","0.0400","0.2500","","0.30","","",
"317","U1352","B","85","X","1","W","83.0","84.0","735.730","735.730","3.064","25.523","3.4200","0.00","0.0300","0.1800","","0.36","","",
"317","U1352","B","86","X","1","W","15.0","16.0","744.650","744.650","1.945","16.202","2.3900","0.00","0.0500","0.1000","","0.45","","",
"317","U1352","B","87","X","1","W","73.0","74.0","754.830","754.830","2.862","23.840","3.2700","0.00","0.0300","0.1800","","0.41","","",
"317","U1352","B","87","X","2","W","60.0","61.0","756.000","756.000","3.532","29.422","3.8600","0.00","0.0300","0.0700","","0.33","","",
"317","U1352","B","88","X","1","W","70.0","71.0","764.300","764.300","2.556","21.291","3.0000","0.00","0.0400","0.0400","","0.44","","",
"317","U1352","B","88","X","2","W","57.0","58.0","765.670","765.670","2.204","18.359","2.6200","0.00","0.0400","0.2000","","0.42","","",
"317","U1352","B","89","X","CC","","44.0","45.0","773.640","773.640","2.830","23.574","3.2100","0.00","0.0300","0.1600","","0.38","","",
"317","U1352","B","90","X","1","W","40.0","41.0","783.300","783.300","4.070","33.903","4.4300","0.00","0.0300","0.1500","","0.36","","",
"317","U1352","B","92","X","1","W","44.0","45.0","802.540","802.540","2.821","23.499","3.2700","0.00","0.0300","0.1100","","0.45","","",
"317","U1352","B","93","X","CC","W","18.0","19.0","811.880","811.880","2.842","23.674","3.1500","0.00","0.0200","0.1200","","0.31","","",
"317","U1352","B","94","X","1","W","15.0","16.0","821.450","821.450","0.813","6.772","1.6600","0.00","0.0300","0.2600","","0.85","","",
"317","U1352","C","2","R","1","W","76.0","77.0","575.460","575.460","4.769","39.726","5.0800","0.00","0.0400","0.1700","","0.31","","",
"317","U1352","C","3","R","1","W","114.0","115.0","585.540","585.540","3.479","28.980","3.6000","0.00","0.0300","0.2400","","0.12","","",
"317","U1352","C","4","R","6","W","20.0","21.0","600.780","600.780","6.560","54.645","6.6700","0.00","0.0200","0.0700","","0.11","","",
"317","U1352","C","6","R","1","W","73.0","74.0","660.730","660.730","0.974","8.113","1.1900","0.00","0.0300","0.0600","","0.22","","",
"317","U1352","C","7","R","2","W","43.0","44.0","670.690","670.690","1.721","14.336","2.0600","0.00","0.0400","0.3500","","0.34","","",
"317","U1352","C","8","R","1","W","1.0","2.0","679.310","679.310","3.121","25.998","3.4900","0.00","0.0200","0.0500","","0.37","","",
"317","U1352","C","9","R","CC","W","7.0","8.0","689.910","689.910","2.766","23.041","2.9600","0.00","0.0300","0.0900","","0.19","","",
"317","U1352","C","10","R","1","W","46.0","47.0","699.160","699.160","2.626","21.875","2.9400","0.00","0.0300","0.0200","","0.31","","",
"317","U1352","C","11","R","1","W","66.0","67.0","709.060","709.060","","","0.8400","0.00","0.0500","0.2800","","","","",
"317","U1352","C","11","R","1","W","66.0","67.0","709.060","709.060","0.665","5.539","","","","","","","","",
"317","U1352","C","12","R","1","W","8.0","9.0","718.180","718.180","4.886","40.700","5.0300","0.00","0.0300","0.0400","","0.14","","",
"317","U1352","C","13","R","1","W","18.0","19.0","727.980","727.980","5.635","46.940","5.9100","0.00","0.0100","0.0100","","0.28","","",
"317","U1352","C","14","R","2","W","73.0","74.0","739.730","739.730","1.707","14.219","2.0200","0.00","0.0400","0.1400","","0.31","","",
"317","U1352","C","15","R","2","W","60.0","61.0","749.160","749.160","3.856","32.120","4.3400","0.00","0.0300","0.0100","","0.48","","",
"317","U1352","C","16","R","1","W","27.0","28.0","757.170","757.170","3.041","25.332","3.5800","0.00","0.0400","0.0400","","0.54","","",
"317","U1352","C","17","R","1","W","31.0","32.0","766.910","766.910","3.418","28.472","3.7200","0.00","0.0400","0.00","","0.30","","",
"317","U1352","C","17","R","1","W","31.0","32.0","766.910","766.910","3.535","29.447","3.710","0.00","0.0300","0.0900","","0.17","","",
"317","U1352","C","17","R","1","W","31.0","32.0","766.910","766.910","3.574","29.771","","","","","","","","",
"317","U1352","C","18","R","1","W","91.0","92.0","777.210","777.210","3.391","28.247","3.7400","0.00","0.0300","0.0500","","0.35","","",
"317","U1352","C","19","R","2","W","11.0","12.0","787.610","787.610","1.960","16.327","2.5200","0.00","0.0600","0.1900","","0.56","","",
"317","U1352","C","20","R","2","W","5.0","6.0","797.140","797.140","3.956","32.953","4.2700","0.00","0.0300","0.0300","","0.31","","",
"317","U1352","C","22","R","2","W","95.0","96.0","817.370","817.370","5.996","49.947","6.2200","0.00","0.0200","0.0300","","0.22","","",
"317","U1352","C","23","R","2","W","25.0","26.0","825.850","825.850","1.586","13.211","1.9400","0.00","0.0300","0.1000","","0.35","","",
"317","U1352","C","23","R","CC","","12.0","13.0","826.460","826.460","3.175","26.448","3.3900","0.00","0.0300","0.0200","","0.22","","",
"317","U1352","C","24","R","2","W","75.0","77.0","836.380","836.380","4.338","36.136","4.4400","0.00","0.0200","0.0700","","0.10","","",
"317","U1352","C","25","R","2","W","47.0","48.0","845.770","845.770","4.555","37.943","5.6700","0.00","0.0200","0.00","","1.12","","",
"317","U1352","C","26","R","2","W","37.0","38.0","854.950","854.950","5.039","41.975","5.6000","0.00","0.0200","0.00","","0.56","","",
"317","U1352","C","27","R","1","W","79.0","80.0","863.790","863.790","4.535","37.777","4.9100","0.00","0.0100","0.00","","0.38","","",
"317","U1352","C","28","R","2","W","82.0","83.0","874.730","874.730","3.403","28.347","3.7200","0.00","0.0300","0.00","","0.32","","",
"317","U1352","C","29","R","3","W","21.0","22.0","884.540","884.540","3.679","30.646","3.8100","0.00","0.0300","0.00","","0.13","","",
"317","U1352","C","30","R","1","W","32.0","33.0","892.120","892.120","4.270","35.569","4.5300","0.00","0.0300","0.00","","0.26","","",
