Leg	Site	H	Age Model Type           	Depth (mbsf)	    Age (Ma)	Control Point Comment
108	 664	D	Initial Reports          	     205.650	    4.600000	FO Ceratolithus rugosus
108	 664	D	Initial Reports          	     229.500	    5.600000	LO Discoaster quinqueramus
108	 664	D	Initial Reports          	     284.000	    8.200000	FO D. quinqueramus
108	 664	D	Initial Reports          	     295.150	    8.750000	LO Catinaster calyculus
108	 664	D	Post Moratorium          	      15.650	    0.460000	LO Pseudoemiliania lacunosa
108	 664	D	Post Moratorium          	      54.550	    1.300000	LO Globigerinoides obliquus extremus
108	 664	D	Post Moratorium          	      64.050	    1.450000	LO Calcidiscus macintyrei
108	 664	D	Post Moratorium          	      73.550	    1.890000	LO Discoaster brouweri
108	 664	D	Post Moratorium          	      83.050	    1.875000	FO Globorotalia truncatulinoides
108	 664	D	Post Moratorium          	      91.100	    2.070000	FO acme Discoaster triradiatus
108	 664	D	Post Moratorium          	      92.550	    2.080000	LO Globorotalia exilis
108	 664	D	Post Moratorium          	     100.900	    2.350000	LO Discoaster pentaradiatus
108	 664	D	Post Moratorium          	     102.050	    2.450000	LO Discoaster surculus
108	 664	D	Post Moratorium          	     116.300	    2.600000	LO Globorotalia puncticulata
108	 664	D	Post Moratorium          	     121.050	    2.650000	LO Discoaster tamalis
108	 664	D	Post Moratorium          	     130.550	    2.900000	LO Dentogloboquadrina altispira
108	 664	D	Post Moratorium          	     158.500	    3.450000	LO Sphenolithus spp.
108	 664	D	Post Moratorium          	     163.400	    3.560000	LO Reticulofenestra pseudoumbilica
108	 664	D	Post Moratorium          	     178.050	    3.880000	LO Globorotalia margaritae
108	 664	D	Post Moratorium          	     205.650	    4.600000	FO Ceratolithus rugosus
108	 664	D	Post Moratorium          	     216.050	    4.700000	FO Globorotalia miocenica
108	 664	D	Post Moratorium          	     224.850	    5.000000	FO Ceratolithus acutus
108	 664	D	Post Moratorium          	     229.500	    5.600000	LO Discoaster quinqueramus
108	 664	D	Post Moratorium          	     234.050	    5.650000	LO Amaurolithus amplificus
108	 664	D	Post Moratorium          	     253.250	    5.900000	FO Amaurolithus amplificus
108	 664	D	Post Moratorium          	     261.900	    6.500000	FO Amaurolithus primus
108	 664	D	Post Moratorium          	     284.000	    8.200000	FO Discoaster quinqueramus
108	 664	D	Post Moratorium          	     295.150	    8.900000	LO Discoaster hamatus
108	 664	D	Post Moratorium          	     295.200	   10.000000	FO Discoaster hamatus
108	 665	A	Initial Reports          	       9.200	    0.470000	LO Pseudoemiliania lacunosa
108	 665	A	Initial Reports          	      14.800	    0.730000	Brunhes /Matuyama
108	 665	A	Initial Reports          	      19.300	    0.910000	Top Jaramillo
108	 665	A	Initial Reports          	      21.000	    0.990000	Base Jaramillo
108	 665	A	Initial Reports          	      30.300	    1.450000	LO Calcidiscus macintyrei
108	 665	A	Initial Reports          	      33.200	    1.660000	Top Olduvai
108	 665	A	Initial Reports          	      36.400	    1.880000	Base Olduvai
108	 665	A	Initial Reports          	      36.500	    1.890000	LO Discoaster brouweri
108	 665	A	Initial Reports          	      39.400	    2.030000	Top Reunion
108	 665	A	Initial Reports          	      39.700	    2.070000	FO Discoaster triradiatus acme
108	 665	A	Initial Reports          	      39.800	    2.130000	Base Reunion
108	 665	A	Initial Reports          	      43.500	    2.200000	LO Globorotalia miocentica
108	 665	A	Initial Reports          	      46.250	    2.350000	LO Discoaster pentaradiatus
108	 665	A	Initial Reports          	      47.750	    2.450000	LO Discoaster surculus
108	 665	A	Initial Reports          	      49.100	    2.470000	Matuyama /Gauss
108	 665	A	Initial Reports          	      50.950	    2.650000	LO Discoaster tamalis
108	 665	A	Initial Reports          	      54.150	    2.900000	LO Dentogloboquadrina altispira
108	 665	A	Initial Reports          	      57.300	    3.000000	LO Sphaeroidinellopsis seminulina
108	 665	A	Initial Reports          	      64.100	    3.450000	LO Sphenolithus abies
108	 665	A	Initial Reports          	      65.200	    3.560000	LO Reticulofenestra pseudoumbilica
108	 665	A	Initial Reports          	      73.250	    4.600000	FO/LO Ceratolithus rugosus/C.acutus
108	 665	A	Post Moratorium          	       9.200	    0.460000	LO Pseudoemiliania lacunosa
108	 665	A	Post Moratorium          	      26.650	    1.280000	FO Globorotalia truncatulinoides
108	 665	A	Post Moratorium          	      30.300	    1.450000	LO Calcidiscus macintyrei
108	 665	A	Post Moratorium          	      36.200	    1.890000	LO Discoaster brouweri
108	 665	A	Post Moratorium          	      39.700	    2.070000	FO acme Discoaster triradiatus
108	 665	A	Post Moratorium          	      43.500	    2.190000	FO Globorotalia inflata
108	 665	A	Post Moratorium          	      46.250	    2.350000	LO Discoaster pentaradiatus
108	 665	A	Post Moratorium          	      47.750	    2.450000	LO Discoaster surculus
108	 665	A	Post Moratorium          	      50.950	    2.650000	LO Discoaster tamalis
108	 665	A	Post Moratorium          	      54.150	    2.800000	LO Dentogloboquadrina altispira
108	 665	A	Post Moratorium          	      57.300	    3.030000	LO Sphaeroidinellopsis seminulina
108	 665	A	Post Moratorium          	      64.100	    3.450000	LO Sphenolithus spp.
108	 665	A	Post Moratorium          	      65.200	    3.560000	LO Reticulofenestra pseudoumbilica
108	 665	A	Post Moratorium          	      68.500	    3.700000	LO Amaurolithus spp.
108	 665	A	Post Moratorium          	      69.650	    3.840000	LO Pulleniatina spp.
108	 665	A	Post Moratorium          	      73.250	    4.600000	FO Ceratolithus rugosus
108	 666	A	Initial Reports          	       8.650	    0.470000	LO Pseudoemiliania lacunosa
108	 666	A	Initial Reports          	      14.250	    0.730000	Brunhes /Matuyama
108	 666	A	Initial Reports          	      27.000	    1.450000	LO Calcidiscus macintyrei
108	 666	A	Initial Reports          	      28.850	    1.660000	Top Olduvai
108	 666	A	Initial Reports          	      32.750	    1.880000	Base Olduvai
108	 666	A	Initial Reports          	      35.000	    1.890000	LO Discoaster brouweri
108	 666	A	Initial Reports          	      39.000	    2.070000	FO Discoaster triradiatus acme
108	 666	A	Initial Reports          	      41.450	    2.350000	LO Discoaster pentaradiatus
108	 666	A	Initial Reports          	      45.850	    2.450000	LO Discoaster surculus
108	 666	A	Initial Reports          	      50.200	    2.470000	Matuyama/Gauss
108	 666	A	Initial Reports          	      51.200	    2.650000	LO Discoaster tamalis
108	 666	A	Initial Reports          	      59.900	    3.000000	LO Sphaeroidinellopsis seminulina
108	 666	A	Initial Reports          	      66.300	    3.300000	LO Pulleniatina
108	 666	A	Initial Reports          	      66.850	    3.400000	Gauss /Gilbert
108	 666	A	Initial Reports          	      68.350	    3.560000	LO Reticulofenestra pseudoumbilica
108	 666	A	Initial Reports          	      76.750	    3.900000	LO Globigerina nepenthes
108	 666	A	Initial Reports          	      76.850	    4.600000	FO/LO Ceratolithus rugosus/C.acutus
108	 666	A	Post Moratorium          	       9.850	    0.460000	LO Pseudoemiliania lacunosa
108	 666	A	Post Moratorium          	      33.100	    1.450000	LO Calcidiscus macintyrei
108	 666	A	Post Moratorium          	      47.300	    1.890000	LO Discoaster brouweri
108	 666	A	Post Moratorium          	      53.050	    2.070000	FO acme Discoaster triradiatus
108	 666	A	Post Moratorium          	      67.650	    2.350000	LO Discoaster pentaradiatus
108	 666	A	Post Moratorium          	      72.850	    2.450000	LO Discoaster surculus
108	 666	A	Post Moratorium          	      81.300	    2.650000	LO Discoaster tamalis
108	 666	A	Post Moratorium          	     124.700	    3.450000	LO Sphenolithus spp.
108	 666	A	Post Moratorium          	     124.800	    3.560000	LO Reticulofenestra pseudoumbilica
108	 666	A	Post Moratorium          	     128.900	    3.700000	LO Amaurolithus spp.
108	 666	A	Post Moratorium          	     147.700	    4.600000	FO Ceratolithus rugosus
108	 667	A	Initial Reports          	       6.750	    0.470000	LO Pseudoemiliania lacunosa
108	 667	A	Initial Reports          	      11.000	    0.730000	Brunhes /Matuyama
108	 667	A	Initial Reports          	      12.150	    0.910000	Top Jaramillo
108	 667	A	Initial Reports          	      15.150	    0.980000	Base Jaramillo
108	 667	A	Initial Reports          	      16.500	    1.800000	LO Globigerinoides obliquus
108	 667	A	Initial Reports          	      28.550	    2.200000	LO Globigerina miocenica
108	 667	A	Initial Reports          	      33.000	    2.350000	LO Discoaster pentaradiatus
108	 667	A	Initial Reports          	      36.050	    2.450000	LO Discoaster surculus
108	 667	A	Initial Reports          	      41.100	    2.650000	LO Discoaster tamalis
108	 667	A	Initial Reports          	      42.100	    3.000000	LO Sphaeroidinellopsis seminulina
108	 667	A	Initial Reports          	      54.400	    3.400000	LO Globorotalia margaritae
108	 667	A	Initial Reports          	      63.900	    3.900000	LO Globigerina nepenthes
108	 667	A	Initial Reports          	      77.050	    4.600000	FO Ceratolithus rugosus
108	 667	A	Initial Reports          	      82.050	    5.300000	LO Globoquadrina dehiscens
108	 667	A	Initial Reports          	      84.650	    5.600000	LO Discoaster quinqueramus
108	 667	A	Initial Reports          	     107.550	    6.500000	FO Amaurolithus spp.
108	 667	A	Initial Reports          	     119.150	    8.200000	FO D. quinqueramus
108	 667	A	Initial Reports          	     160.100	   14.400000	LO Sphenolithus heteromorphus
108	 667	A	Initial Reports          	     196.050	   16.000000	LO Helicosphaera ampliaperta
108	 667	A	Initial Reports          	     205.550	   17.100000	FO S. heteromorphus
108	 667	A	Initial Reports          	     215.050	   17.400000	LO Sphenolithus belemnos
108	 667	A	Initial Reports          	     234.050	   21.500000	FO S. belemnos
108	 667	A	Initial Reports          	     262.550	   21.799999	LO Globorotalia kugleri
108	 667	A	Initial Reports          	     271.500	   23.600000	FO G. kugleri
108	 667	A	Initial Reports          	     319.550	   25.200001	LO Sphenolithus ciperoensis
108	 667	A	Initial Reports          	     340.200	   28.200001	LO Globorotalia opima
108	 667	A	Initial Reports          	     370.400	   30.200001	FO S. ciperoensis
108	 667	A	Post Moratorium          	       6.750	    0.460000	LO Pseudoemiliania lacunosa
108	 667	A	Post Moratorium          	      12.850	    0.910000	FO Globorotalia inflata
108	 667	A	Post Moratorium          	      23.150	    1.450000	LO Calcidiscus macintyrei
108	 667	A	Post Moratorium          	      23.160	    1.890000	LO Discoaster brouweri
108	 667	A	Post Moratorium          	      23.200	    2.070000	FO acme Discoaster triradiatus
108	 667	A	Post Moratorium          	      28.600	    2.090000	LO Globorotalia exilis
108	 667	A	Post Moratorium          	      33.000	    2.350000	LO Discoaster pentaradiatus
108	 667	A	Post Moratorium          	      36.050	    2.450000	LO Discoaster surculus
108	 667	A	Post Moratorium          	      41.100	    2.650000	LO Discoaster tamalis
108	 667	A	Post Moratorium          	      42.100	    2.785000	LO Dentogloboquadrina altispira
108	 667	A	Post Moratorium          	      49.200	    3.450000	LO Sphenolithus spp.
108	 667	A	Post Moratorium          	      51.900	    3.560000	LO Reticulofenestra pseudoumbilica
108	 667	A	Post Moratorium          	      63.050	    3.700000	LO Amaurolithus spp.
108	 667	A	Post Moratorium          	      77.050	    4.600000	FO Ceratolithus rugosus
108	 667	A	Post Moratorium          	      82.400	    5.000000	FO Ceratolithus acutus
108	 667	A	Post Moratorium          	      84.650	    5.600000	LO Discoaster quinqueramus
108	 667	A	Post Moratorium          	     101.050	    5.920000	FO Globorotalia margaritae
108	 667	A	Post Moratorium          	     107.550	    6.500000	FO Amaurolithus primus
108	 667	A	Post Moratorium          	     110.550	    7.070000	LO Neogloboquadrina humerosa
108	 667	A	Post Moratorium          	     119.150	    8.200000	FO Discoaster quinqueramus
108	 667	A	Post Moratorium          	     129.550	    9.450000	LO Neogloboquadrina acostaensis
108	 667	A	Post Moratorium          	     157.800	   14.000000	FO Triquetrorhabdulus rugosus
108	 667	A	Post Moratorium          	     158.100	   11.600000	LO Cyclicargolithus floridanus
108	 667	A	Post Moratorium          	     160.600	   14.400000	LO Sphenolithus heteromorphus
108	 667	A	Post Moratorium          	     166.400	   16.000000	LO Helicosphaera ampliaperta
108	 667	A	Post Moratorium          	     207.850	   17.100000	FO Sphenolithus heteromorphus
108	 667	A	Post Moratorium          	     211.500	   17.400000	LO Sphenolithus belemnos
108	 667	A	Post Moratorium          	     237.250	   21.500000	FO Sphenolithus belemnos
108	 667	A	Post Moratorium          	     254.100	   23.200001	FO Discoaster druggii
108	 667	A	Post Moratorium          	     293.200	   25.200001	LO Sphenolithus ciperoensis
108	 667	A	Post Moratorium          	     347.750	   28.200001	LO Sphenolithus distentus
108	 667	A	Post Moratorium          	     370.400	   30.200001	FO Sphenolithus ciperoensis
108	 668	B	Initial Reports          	       9.250	    0.470000	LO Pseudoemiliania lacunosa
108	 668	B	Initial Reports          	      13.350	    0.730000	Brunhes /Matuyama
108	 668	B	Initial Reports          	      23.700	    1.450000	LO Calcidiscus macintyrei
108	 668	B	Initial Reports          	      27.250	    1.660000	Top Olduvai
108	 668	B	Initial Reports          	      29.950	    1.880000	Base Olduvai
108	 668	B	Initial Reports          	      30.000	    1.890000	LO Discoaster brouweri
108	 668	B	Post Moratorium          	       9.250	    0.460000	LO Pseudoemiliania lacunosa
