Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
133	 814	A	    17° 50'S	      149° 31'E	   08/25/90 1100	     08/26/90 1612	                 1: 5:13	          520.4	              HX	                  33	                     300.0	                      300.0	               	                162.42	                54.1	
133	 815	A	    19° 9'S	      149° 60'E	   08/27/90 2155	     08/30/90 2215	                 3: 0:21	          465.5	              HX	                  51	                     473.5	                      473.5	               	                415.37	                87.7	
133	 815	B	    19° 9'S	      149° 60'E	   08/30/90 2215	     08/31/90 0130	                 0: 3:16	          465.9	               H	                   4	                      36.4	                       36.4	               	                 37.79	               103.8	
133	 816	A	    19° 12'S	      150° 1'E	   08/31/90 0310	     08/31/90 1710	                 0:14: 0	          437.8	              HX	                  15	                     111.5	                      111.5	               	                 97.53	                87.5	
133	 816	B	    19° 12'S	      150° 1'E	   08/31/90 1710	     09/01/90 0700	                 0:13:51	          437.8	               R	                   8	                     163.2	                       77.2	               	                 10.49	                13.6	
133	 816	C	    19° 12'S	      150° 1'E	   09/01/90 0700	     09/02/90 1630	                 1: 9:30	          437.8	              RW	                  13	                     250.0	                      109.6	          140.4	                 16.58	                15.1	
133	 817	A	    18° 9'S	      149° 45'E	   09/03/90 0243	     09/04/90 0954	                 1: 7:12	         1016.6	              HX	                  35	                     330.7	                      330.7	               	                280.35	                84.8	
133	 817	B	    18° 9'S	      149° 46'E	   09/04/90 0954	     09/04/90 2055	                 0:11: 2	         1015.7	               H	                  22	                     204.0	                      204.0	               	                211.12	               103.5	
133	 817	C	    18° 9'S	      149° 46'E	   09/04/90 2055	     09/05/90 0230	                 0: 5:36	         1016.1	               H	                   3	                      27.2	                       27.2	               	                 27.26	               100.2	
133	 817	D	    18° 9'S	      149° 46'E	   09/05/90 0230	     09/08/90 0315	                 3: 0:45	         1015.8	              RW	                  47	                     700.0	                      429.7	          270.0	                 24.14	                 5.6	
133	 818	A	    18° 4'S	      150° 3'E	   09/08/90 0700	     09/08/90 1100	                 0: 4: 1	          748.7	               H	                   1	                       9.6	                        9.5	               	                  9.60	               101.1	
133	 818	B	    18° 4'S	      150° 3'E	   09/08/90 1100	     09/09/90 0300	                 0:16: 1	          744.8	               H	                  32	                     302.9	                      302.9	               	                314.57	               103.9	
