leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
17	168		Middle Eocene		57.0	66.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
17	169		Middle Maestrichtian		103.0	107.0		no age given		no age given	   66	   67	 66.5	Initial Reports of the DSDP
17	169		Campanian		107.0	116.0		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
17	169		Middle Campanian	Lower Campanian	144.0	153.0		no age given	no age given	no age given	   72	   78	   75	Initial Reports of the DSDP
17	169		Lower Cenomanian		209.0	227.0		no age given		no age given	 97.5	  100	98.75	Initial Reports of the DSDP
17	169		Lower Albian		227.0	233.0		no age given		no age given	  106	  108	  107	Initial Reports of the DSDP
17	170		Quaternary		0.0	1.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
17	170		Lower Miocene	Upper Oligocene	1.0	15.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
17	170		Maestrichtian		15.0	74.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
17	170		Maestrichtian	Campanian	74.0	83.0		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
17	170		Campanian		92.0	148.0		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
17	170		Santonian	Coniacian	148.0	157.0		no age given	no age given	no age given	   78	   86	   82	Initial Reports of the DSDP
17	170		Turonian		157.0	165.0		no age given		no age given	   86	   92	   89	Initial Reports of the DSDP
17	170		Cenomanian		165.0	184.0		no age given		no age given	   92	  100	   96	Initial Reports of the DSDP
17	170		Albian		184.0	192.0		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
17	171		Pleistocene		6.5	8.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
17	171		Upper Pliocene		9.5	11.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
17	171		Lower Pliocene		12.5	14.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
17	171		Middle Miocene		27.0	36.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
17	171		Lower Miocene		46.0	55.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
17	171		Upper Oligocene		64.0	92.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
17	171		Lower Oligocene		102.0	129.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
17	171		Middle Eocene		129.0	153.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
17	171		Maestrichtian		153.0	269.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
17	171		Campanian		269.0	287.5		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
17	171		Santonian	Coniacian	287.5	290.0		no age given	no age given	no age given	   78	   86	   82	Initial Reports of the DSDP
17	171		Coniacian		290.0	306.0		no age given		no age given	   82	   86	   84	Initial Reports of the DSDP
17	171		Turonian		306.0	334.0		no age given		no age given	   86	   92	   89	Initial Reports of the DSDP
17	171		Cenomanian		352.0	362.0		no age given		no age given	   92	  100	   96	Initial Reports of the DSDP
18	172		Quaternary		0.0	8.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
18	172		Neogene		9.0	18.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
18	172		Lower Oligocene		18.0	23.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
18	173		Pleistocene		0.0	73.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	173		Upper Pliocene		73.5	81.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
18	173		Pliocene		81.5	110.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	173		Lower Pliocene		110.0	129.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
18	173		Upper Miocene		129.0	186.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
18	173		Middle Miocene		186.0	252.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
18	173		Lower Miocene		252.5	310.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
18	173		Upper Oligocene		310.0	320.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
18	174		Pleistocene		0.0	19.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	174	A	Pleistocene		28.0	417.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	174	A	Pliocene		446.0	778.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	175		Pleistocene		0.0	271.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	176		Pleistocene		0.0	40.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	176		Pliocene		40.5	41.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	177		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	177	A	Pleistocene		0.0	54.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	177	A	Upper Pliocene		54.0	127.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
18	177	A	Pliocene		146.0	279.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	177	A	Lower Pliocene		279.0	289.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
18	177	A	Pliocene		345.5	381.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	177	A	Lower Pliocene		381.5	459.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
18	178		Pleistocene		0.0	195.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
18	178		Upper Pliocene		195.0	465.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
18	178		Pliocene		465.5	600.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
18	178		Lower Pliocene		629.5	690.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
