Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Rock Eval; sample::PI::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp
"C0011D-44X-1, 25.0 cm",NULL,334.71,334.75,334.71,334.75,"C0011D-44X-1, 26.0 cm",NULL,334.719,334.76,334.719,334.76,"C0011D-44X-1 WR, 25.0--26.0 cm",CKY000000000004392400,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:37:33Z,NULL,NULL,NULL,NULL,0.06385,0.53762,0.08754,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-44X-1, 25.5 cm",NULL,334.714,334.755,334.714,334.755,"C0011D-44X-1, 25.5 cm",NULL,334.714,334.755,334.714,334.755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2901,2.4174,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-44X-1, 105.0 cm",NULL,335.382,335.55,335.382,335.55,"C0011D-44X-1, 106.0 cm",NULL,335.391,335.56,335.391,335.56,"C0011D-44X-1 WR, 105.0--106.0 cm",CKY000000000004395300,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:51:02Z,NULL,NULL,NULL,NULL,0.05915,0.41833,0.12124,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-44X-1, 105.5 cm",NULL,335.387,335.555,335.387,335.555,"C0011D-44X-1, 105.5 cm",NULL,335.387,335.555,335.387,335.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1633,1.3608,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-44X-4, 38.0 cm",NULL,337.525,338.1,337.525,338.1,"C0011D-44X-4, 40.0 cm",NULL,337.542,338.12,337.542,338.12,"C0011D-44X-4 WR, 38.0--40.0 cm",CKY000000000004328600,CARB,NULL,3,bora333,NULL,CKY,2010-12-23T07:30:31Z,NULL,NULL,NULL,NULL,0.0644,0.7141,0.1911,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-44X-4, 39.0 cm",NULL,337.534,338.11,337.534,338.11,"C0011D-44X-4, 39.0 cm",NULL,337.534,338.11,337.534,338.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4444,3.7032,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,0.01,0,0.05,410,446,ohashia,2011-01-08T22:08:33Z
"C0011D-45X-1, 128.0 cm",NULL,340.674,340.78,340.674,340.78,"C0011D-45X-1, 129.0 cm",NULL,340.684,340.79,340.684,340.79,"C0011D-45X-1 WR, 128.0--129.0 cm",CKY000000000004395800,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:54:07Z,NULL,NULL,NULL,NULL,0.06223,0.51568,0.12006,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-1, 128.5 cm",NULL,340.679,340.785,340.679,340.785,"C0011D-45X-1, 128.5 cm",NULL,340.679,340.785,340.679,340.785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2203,1.8358,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-3, 38.5 cm",NULL,342.436,342.7,342.436,342.7,"C0011D-45X-3, 40.5 cm",NULL,342.454,342.72,342.454,342.72,"C0011D-45X-3 WR, 38.5--40.5 cm",CKY000000000004336700,CARB,NULL,3,yabukit,NULL,CKY,2010-12-23T10:11:04Z,NULL,NULL,NULL,NULL,0.07475,0.57288,0.39218,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-3, 39.5 cm",NULL,342.445,342.71,342.445,342.71,"C0011D-45X-3, 39.5 cm",NULL,342.445,342.71,342.445,342.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1502,1.2516,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0.03,0.17,401,441,ohashia,2011-01-08T22:08:33Z
"C0011D-45X-5, 13.0 cm",NULL,343.505,343.865,343.505,343.865,"C0011D-45X-5, 14.0 cm",NULL,343.514,343.875,343.514,343.875,"C0011D-45X-5 WR, 13.0--14.0 cm",CKY000000000004397900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:58:47Z,NULL,NULL,NULL,NULL,0.06921,0.54602,0.11882,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-5, 13.5 cm",NULL,343.509,343.87,343.509,343.87,"C0011D-45X-5, 13.5 cm",NULL,343.509,343.87,343.509,343.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.233,1.9416,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-5, 45.0 cm",NULL,343.798,344.185,343.798,344.185,"C0011D-45X-5, 46.0 cm",NULL,343.807,344.195,343.807,344.195,"C0011D-45X-5 WR, 45.0--46.0 cm",CKY000000000004398000,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:58:47Z,NULL,NULL,NULL,NULL,0.06178,0.37307,0.23563,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-45X-5, 45.5 cm",NULL,343.803,344.19,343.803,344.19,"C0011D-45X-5, 45.5 cm",NULL,343.803,344.19,343.803,344.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,0.75,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-46X-3, 39.0 cm",NULL,347.085,347.3,347.085,347.3,"C0011D-46X-3, 41.0 cm",NULL,347.104,347.32,347.104,347.32,"C0011D-46X-3 WR, 39.0--41.0 cm",CKY000000000004349300,CARB,NULL,3,yabukit,NULL,CKY,2010-12-23T14:01:48Z,NULL,NULL,NULL,NULL,0.07054,0.42291,0.15664,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-46X-3, 40.0 cm",NULL,347.095,347.31,347.095,347.31,"C0011D-46X-3, 40.0 cm",NULL,347.095,347.31,347.095,347.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0971,0.8091,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-47X-4, 50.0 cm",NULL,351.994,352.79,351.994,352.79,"C0011D-47X-4, 52.0 cm",NULL,352.01,352.81,352.01,352.81,"C0011D-47X-4 W, 50.0--52.0 cm",CKY000000000004635000,CARB,NULL,5,yuehan333,NULL,CKY,2010-12-28T12:49:28Z,NULL,NULL,NULL,NULL,0.06684,0.83345,0.20067,1/5/2011,kawait,2011-01-08T10:59:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-47X-4, 51.0 cm",NULL,352.002,352.8,352.002,352.8,"C0011D-47X-4, 51.0 cm",NULL,352.002,352.8,352.002,352.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4644,3.8698,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-47X-6, 115.0 cm",NULL,353.219,354.405,353.219,354.405,"C0011D-47X-6, 117.0 cm",NULL,353.234,354.425,353.234,354.425,"C0011D-47X-6 W, 115.0--117.0 cm",CKY000000000004636100,CARB,NULL,5,yuehan333,NULL,CKY,2010-12-28T12:49:28Z,NULL,NULL,NULL,NULL,0.02388,0.26491,0.23161,1/5/2011,kawait,2011-01-08T10:59:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-47X-6, 116.0 cm",NULL,353.226,354.415,353.226,354.415,"C0011D-47X-6, 116.0 cm",NULL,353.226,354.415,353.226,354.415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1162,0.9683,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-48X-2, 93.0 cm",NULL,356.422,356.82,356.422,356.82,"C0011D-48X-2, 94.0 cm",NULL,356.43,356.83,356.43,356.83,"C0011D-48X-2 WR, 93.0--94.0 cm",CKY000000000004398900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T07:11:13Z,NULL,NULL,NULL,NULL,0.04556,0.31687,0.14473,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-48X-2, 93.5 cm",NULL,356.426,356.825,356.426,356.825,"C0011D-48X-2, 93.5 cm",NULL,356.426,356.825,356.426,356.825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1125,0.9375,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-48X-3, 38.0 cm",NULL,356.807,357.285,356.807,357.285,"C0011D-48X-3, 40.0 cm",NULL,356.824,357.305,356.824,357.305,"C0011D-48X-3 WR, 38.0--40.0 cm",CKY000000000004375800,CARB,NULL,5,marion333,NULL,CKY,2010-12-23T23:48:18Z,NULL,NULL,NULL,NULL,0.06125,0.51833,0.04079,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-48X-3, 39.0 cm",NULL,356.816,357.295,356.816,357.295,"C0011D-48X-3, 39.0 cm",NULL,356.816,357.295,356.816,357.295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2613,2.1774,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-1, 93.0 cm",NULL,360.254,360.43,360.254,360.43,"C0011D-49X-1, 95.0 cm",NULL,360.271,360.45,360.271,360.45,"C0011D-49X-1 WR, 93.0--95.0 cm",CKY000000000004399800,CARB,NULL,10,yabukit,NULL,CKY,2010-12-24T07:32:20Z,NULL,NULL,NULL,NULL,0.06467,0.5604,0.2787,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-1, 94.0 cm",NULL,360.263,360.44,360.263,360.44,"C0011D-49X-1, 94.0 cm",NULL,360.263,360.44,360.263,360.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2087,1.7391,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-3, 41.0 cm",NULL,362.149,362.765,362.149,362.765,"C0011D-49X-3, 43.0 cm",NULL,362.165,362.785,362.165,362.785,"C0011D-49X-3 WR, 41.0--43.0 cm",CKY000000000004376600,CARB,NULL,5,marion333,NULL,CKY,2010-12-23T23:50:30Z,NULL,NULL,NULL,NULL,0.06499,0.56541,0.1837,12/27/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-3, 42.0 cm",NULL,362.157,362.775,362.157,362.775,"C0011D-49X-3, 42.0 cm",NULL,362.157,362.775,362.157,362.775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2368,1.9733,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0.02,0.08,414,454,ohashia,2011-01-08T22:08:33Z
"C0011D-49X-4, 50.0 cm",NULL,362.57,363.285,362.57,363.285,"C0011D-49X-4, 51.0 cm",NULL,362.579,363.295,362.579,363.295,"C0011D-49X-4 WR, 50.0--51.0 cm",CKY000000000004400000,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T07:36:46Z,NULL,NULL,NULL,NULL,0.06748,0.56532,0.11313,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-4, 50.5 cm",NULL,362.575,363.29,362.575,363.29,"C0011D-49X-4, 50.5 cm",NULL,362.575,363.29,362.575,363.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0305,0.2542,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-4, 71.0 cm",NULL,362.741,363.495,362.741,363.495,"C0011D-49X-4, 72.0 cm",NULL,362.749,363.505,362.749,363.505,"C0011D-49X-4 WR, 71.0--72.0 cm",CKY000000000004401100,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T07:38:00Z,NULL,NULL,NULL,NULL,0.06055,0.29964,0.16976,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-4, 71.5 cm",NULL,362.745,363.5,362.745,363.5,"C0011D-49X-4, 71.5 cm",NULL,362.745,363.5,362.745,363.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1869,1.5574,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-4, 120.0 cm",NULL,363.138,363.985,363.138,363.985,"C0011D-49X-4, 121.0 cm",NULL,363.146,363.995,363.146,363.995,"C0011D-49X-4 WR, 120.0--121.0 cm",CKY000000000004401200,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T07:40:49Z,NULL,NULL,NULL,NULL,0.06251,0.36287,0.10205,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-4, 120.5 cm",NULL,363.142,363.99,363.142,363.99,"C0011D-49X-4, 120.5 cm",NULL,363.142,363.99,363.142,363.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0866,0.7216,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-5, 59.0 cm",NULL,363.787,364.785,363.787,364.785,"C0011D-49X-5, 60.0 cm",NULL,363.795,364.795,363.795,364.795,"C0011D-49X-5 WR, 59.0--60.0 cm",CKY000000000004402300,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T07:46:02Z,NULL,NULL,NULL,NULL,0.03697,0.5155,0.27953,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-49X-5, 59.5 cm",NULL,363.791,364.79,363.791,364.79,"C0011D-49X-5, 59.5 cm",NULL,363.791,364.79,363.791,364.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2098,1.7483,kuriharar,2011-01-08T14:24:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-50X-4, 56.0 cm",NULL,369.179,369.785,369.179,369.785,"C0011D-50X-4, 58.0 cm",NULL,369.197,369.805,369.197,369.805,"C0011D-50X-4 W, 56.0--58.0 cm",CKY000000000004654700,CARB,NULL,5,matsubayashi333,NULL,CKY,2010-12-28T20:27:17Z,NULL,NULL,NULL,NULL,0.01617,0.16367,0.11024,1/5/2011,kawait,2011-01-08T10:59:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-50X-4, 57.0 cm",NULL,369.188,369.795,369.188,369.795,"C0011D-50X-4, 57.0 cm",NULL,369.188,369.795,369.188,369.795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.077,0.6416,kuriharar,2011-01-08T14:24:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-51X-2, 81.0 cm",NULL,372.185,372.185,372.185,372.185,"C0011D-51X-2, 82.0 cm",NULL,372.195,372.195,372.195,372.195,"C0011D-51X-2 WR, 81.0--82.0 cm",CKY000000000004437900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-25T03:42:27Z,NULL,NULL,NULL,NULL,0.0121,0.21369,0.09851,1/2/2011,kawait,2011-01-08T10:59:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-51X-2, 81.5 cm",NULL,372.19,372.19,372.19,372.19,"C0011D-51X-2, 81.5 cm",NULL,372.19,372.19,372.19,372.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.150303239,1.252476888,kuriharar,2011-01-08T14:24:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-52X-3, 56.0 cm",NULL,378.37,378.37,378.37,378.37,"C0011D-52X-3, 57.0 cm",NULL,378.38,378.38,378.38,378.38,"C0011D-52X-3 WR, 56.0--57.0 cm",CKY000000000004404600,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T07:55:32Z,NULL,NULL,NULL,NULL,0.05578,0.54264,0.0526,1/5/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-52X-3, 56.5 cm",NULL,378.375,378.375,378.375,378.375,"C0011D-52X-3, 56.5 cm",NULL,378.375,378.375,378.375,378.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2645,2.2041,kuriharar,2011-01-08T14:24:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-52X-4, 37.0 cm",NULL,378.93,378.93,378.93,378.93,"C0011D-52X-4, 39.0 cm",NULL,378.95,378.95,378.95,378.95,"C0011D-52X-4 WR, 37.0--39.0 cm",CKY000000000004387400,CARB,NULL,3,bora333,NULL,CKY,2010-12-24T04:39:28Z,NULL,NULL,NULL,NULL,0.07843,1.15255,0.25513,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-52X-4, 38.0 cm",NULL,378.94,378.94,378.94,378.94,"C0011D-52X-4, 38.0 cm",NULL,378.94,378.94,378.94,378.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5894,4.9115,kuriharar,2011-01-08T14:24:16Z,NULL,NULL,NULL,NULL,NULL,NULL,0.06,0.01,0.21,411,451,ohashia,2011-01-08T22:08:33Z
